ligand,receptor,TF
None,LRRC4C,MYBL1
None,LRRC4C,CNOT8
None,LRRC4C,DEDD
None,LRRC4C,CREB3L1
None,LRRC4C,FOXG1
None,LRRC4C,SNW1
None,ST14,SNAI1
None,ST14,EGF
None,ST14,ELF3
None,ST14,EHF
None,ST14,CEBPA
None,ST14,NR1I2
None,ST14,KLF6
None,ST14,SIRT2
None,ST14,SIRT3
None,ST14,ZEB2
None,ST14,SPDEF
None,ST14,SIRT1
None,ST14,ZEB1
None,ST14,SNAI2
None,ST14,IRF6
None,ST14,GCM1
None,ST14,HCFC1
None,ESAM,SOX17
None,ESAM,IRF8
None,ESAM,CITED2
None,ESAM,GATA1
None,ESAM,ETS1
None,ESAM,FLI1
None,ESAM,SPI1
None,ESAM,TAL1
None,ESAM,GATA4
None,ESAM,EGF
None,ESAM,SLC2A4RG
None,ESAM,HLX
None,ESAM,IRF4
None,ESAM,KLF2
None,ESAM,PPARG
None,ESAM,LMO2
None,ESAM,RBPJ
None,ESAM,GATA2
None,ESAM,LRRFIP1
None,ADRA2A,JUN
None,ADRA2A,NR3C2
None,ADRA2A,CBFB
None,ADRA2A,NR3C1
None,ADRA2A,ATF2
None,ADRA2A,FOS
None,ADRA2A,CREB1
None,ADRA2A,CREM
None,ADRA2A,ESR1
None,ADRA2A,XBP1
None,ADRA2A,EGF
None,ADRA2A,PROX1
None,ADRA2A,FOSB
None,ADRA2A,PPARGC1A
None,ADRA2A,LMO2
None,ADRA2A,ZNF423
None,ADRA2A,GTF2A1
None,ADRA2A,TCF4
None,ADRA2A,KCNIP3
None,ADRA2A,AR
None,ADRA2A,PER2
None,ADRA2A,CRABP2
None,ADRA2A,EGR1
None,ADRA2A,NPAS2
None,ADRA2A,GLIS3
None,ADRA2A,CLOCK
None,ADRA2A,NR4A2
None,ADRA2A,TCF7L2
None,ADRA2A,PPARG
None,MCHR2,FOS
None,MCHR2,CRTC1
None,MCHR2,TP53
None,MCHR2,HES1
None,EPHA4,ELK1
None,EPHA4,ZFHX3
None,EPHA4,RUNX2
None,EPHA4,HES6
None,EPHA4,APC
None,EPHA4,LMX1B
None,EPHA4,STAT2
None,EPHA4,PAX3
None,EPHA4,HOXC8
None,EPHA4,TBX20
None,EPHA4,SPEN
None,EPHA4,HIC1
None,EPHA4,FOXD3
None,EPHA4,PAX2
None,EPHA4,TRIB3
None,EPHA4,ESRRG
None,EPHA4,EVX1
None,EPHA4,KLF7
None,EPHA4,CTCF
None,EPHA4,SNAI1
None,EPHA4,SMAD3
None,EPHA4,SMAD2
None,EPHA4,ZIC1
None,EPHA4,HDAC2
None,EPHA4,MYF6
None,EPHA4,ESR1
None,EPHA4,TBC1D22A
None,EPHA4,ATOH1
None,EPHA4,RAD51
None,EPHA4,ESRRA
None,EPHA4,GATA3
None,EPHA4,HDAC10
None,EPHA4,NR2F2
None,EPHA4,WT1
None,EPHA4,PAX6
None,EPHA4,GLI3
None,EPHA4,ASH1L
None,EPHA4,STAT1
None,EPHA4,SATB2
None,EPHA4,STAT5B
None,EPHA4,MEF2C
None,EPHA4,ID4
None,EPHA4,ESRRB
None,EPHA4,HOXC6
None,EPHA4,MTA2
None,EPHA4,PITX2
None,EPHA4,OTX2
None,EPHA4,MSX1
None,EPHA4,POU3F4
None,EPHA4,ABL1
None,EPHA4,SOX10
None,EPHA4,PAX1
None,EPHA4,OLIG2
None,EPHA4,ATF6
None,EPHA4,NEUROD1
None,EPHA4,LDB1
None,EPHA4,SPDEF
None,EPHA4,CTNNB1
None,EPHA4,MEIS2
None,EPHA4,MYC
None,EPHA4,EGR1
None,EPHA4,HMGB2
None,EPHA4,HDAC1
None,EPHA4,LHX2
None,EPHA4,ZIC2
None,EPHA4,EWSR1
None,EPHA4,ASCL1
None,EPHA4,BRD7
None,EPHA4,MTA1
None,EPHA4,NPAS3
None,EPHA4,TCF7L2
None,EPHA4,EN1
None,EPHA4,FOXM1
None,EPHA4,MSX2
None,EPHA4,STAT4
None,EPHA4,SETBP1
None,EPHA4,MYCN
None,EPHA4,NKX2-1
None,EPHA4,TRRAP
None,EPHA4,SOX9
None,EPHA4,MTA3
None,EPHA4,FOS
None,EPHA4,SRF
None,EPHA4,MAFB
None,EPHA4,BPTF
None,EPHA4,TBR1
None,EPHA4,TP53
None,EPHA4,CREB1
None,EPHA4,FOXP1
None,EPHA4,LHX3
None,EPHA4,NR4A3
None,EPHA4,ETV1
None,EPHA4,HNF4A
None,EPHA4,CREBBP
None,EPHA4,PARP1
None,EPHA4,MYOG
None,EPHA4,GLI2
None,EPHA4,MYOD1
None,EPHA4,EGF
None,EPHA4,POU5F1
None,EPHA4,EGR4
None,EPHA4,NR2F1
None,EPHA4,HOXC9
None,EPHA4,PROX1
None,EPHA4,HOXB1
None,EPHA4,STAT6
None,EPHA4,TWIST1
None,EPHA4,STAT5A
None,EPHA4,TFAP2C
None,EPHA4,ETV4
None,EPHA4,EGR2
None,EPHA4,TRIP6
None,EPHA4,KAT5
None,EPHA4,GBX2
None,EPHA4,RORA
None,EPHA4,NF1
None,EPHA4,SOX2
None,EPHA4,EHF
None,EPHA4,EP300
None,EPHA4,LEF1
None,EPHA4,HEY1
None,EPHA4,FOXP2
None,EPHA4,SIX1
None,EPHA4,DLX5
None,EPHA4,HNF4G
None,EPHA4,STAT3
None,EPHA4,ISL1
None,EPHA4,POU3F1
None,EPHA4,NR4A1
None,EPHA4,FOXC2
None,EPHA4,FOXC1
None,EPHA4,NOTCH3
None,EPHA4,GLI1
None,EPHA4,SNAI2
None,EPHA4,FUS
None,EPHA4,ELF2
None,EPHA4,KAT2B
None,EPHA4,EZH2
None,EPHA4,NR4A2
None,EPHA4,FOXG1
None,EPHA4,NKX2-2
None,EPHA4,NFKBIZ
None,EPHA4,RBPJ
None,EPHA4,GATA2
None,FLT1,E2F1
None,FLT1,HDGF
None,FLT1,ARNT
None,FLT1,NR3C2
None,FLT1,MAF
None,FLT1,RUNX2
None,FLT1,NR3C1
None,FLT1,MAFF
None,FLT1,ARX
None,FLT1,GATA1
None,FLT1,HOXA5
None,FLT1,HAND2
None,FLT1,PAX3
None,FLT1,ATF2
None,FLT1,HHEX
None,FLT1,HIF3A
None,FLT1,TBX20
None,FLT1,NFAT5
None,FLT1,RUNX1
None,FLT1,SP7
None,FLT1,XRCC5
None,FLT1,FLI1
None,FLT1,SP1
None,FLT1,ERG
None,FLT1,NANOG
None,FLT1,SNAI1
None,FLT1,SMAD3
None,FLT1,FOXF1
None,FLT1,SMAD2
None,FLT1,NCOR1
None,FLT1,ESR1
None,FLT1,EPAS1
None,FLT1,ESRRA
None,FLT1,GATA3
None,FLT1,NR2F2
None,FLT1,KLF4
None,FLT1,LMO2
None,FLT1,NFATC2
None,FLT1,WT1
None,FLT1,ID2
None,FLT1,GCM2
None,FLT1,PAX6
None,FLT1,STAT1
None,FLT1,STAT5B
None,FLT1,MEF2C
None,FLT1,TCF3
None,FLT1,ID4
None,FLT1,HOXA9
None,FLT1,BMI1
None,FLT1,NCOA1
None,FLT1,ATM
None,FLT1,IRF3
None,FLT1,VHL
None,FLT1,HOXA4
None,FLT1,FOXO1
None,FLT1,ABL1
None,FLT1,HOXB4
None,FLT1,PDX1
None,FLT1,ZEB2
None,FLT1,ETS2
None,FLT1,TBX5
None,FLT1,SIRT1
None,FLT1,CTNNB1
None,FLT1,GATA4
None,FLT1,MYC
None,FLT1,EGR1
None,FLT1,HDAC1
None,FLT1,BCL6
None,FLT1,SMAD4
None,FLT1,EWSR1
None,FLT1,HOXD3
None,FLT1,NCOR2
None,FLT1,KLF2
None,FLT1,PPARG
None,FLT1,FOXM1
None,FLT1,UBTF
None,FLT1,JUN
None,FLT1,MYCN
None,FLT1,NKX2-1
None,FLT1,ID3
None,FLT1,ID1
None,FLT1,SOX9
None,FLT1,FOS
None,FLT1,THRA
None,FLT1,SRF
None,FLT1,PAX8
None,FLT1,FOXP3
None,FLT1,MITF
None,FLT1,TP53
None,FLT1,CREB1
None,FLT1,TBP
None,FLT1,NKX2-5
None,FLT1,BRCA2
None,FLT1,ETV6
None,FLT1,NFKB1
None,FLT1,GATA6
None,FLT1,HEY2
None,FLT1,HNF1A
None,FLT1,TAL1
None,FLT1,HNF4A
None,FLT1,CREBBP
None,FLT1,PARP1
None,FLT1,GLI2
None,FLT1,MYOD1
None,FLT1,EGF
None,FLT1,POU5F1
None,FLT1,PTF1A
None,FLT1,PROX1
None,FLT1,NFATC1
None,FLT1,PPARGC1A
None,FLT1,STAT6
None,FLT1,TWIST1
None,FLT1,STAT5A
None,FLT1,FOXO3
None,FLT1,EGR2
None,FLT1,KLF5
None,FLT1,SMAD7
None,FLT1,RORA
None,FLT1,NF1
None,FLT1,SOX17
None,FLT1,MYOCD
None,FLT1,SOX2
None,FLT1,TCF4
None,FLT1,HDAC7
None,FLT1,NFATC3
None,FLT1,EP300
None,FLT1,LEF1
None,FLT1,MSC
None,FLT1,HEY1
None,FLT1,GTF2I
None,FLT1,DNMT3A
None,FLT1,ESR2
None,FLT1,MDM2
None,FLT1,ETS1
None,FLT1,STAT3
None,FLT1,CDX2
None,FLT1,ISL1
None,FLT1,CEBPA
None,FLT1,IKBKB
None,FLT1,FOXE1
None,FLT1,RUNX1T1
None,FLT1,PGR
None,FLT1,HDAC9
None,FLT1,NR4A1
None,FLT1,BRCA1
None,FLT1,FOXC2
None,FLT1,AR
None,FLT1,SPI1
None,FLT1,FOXC1
None,FLT1,MEN1
None,FLT1,NOTCH3
None,FLT1,GLI1
None,FLT1,ZEB1
None,FLT1,CDX1
None,FLT1,SNAI2
None,FLT1,NPM1
None,FLT1,EZH2
None,FLT1,RARA
None,FLT1,HIF1A
None,FLT1,DDIT3
None,FLT1,PML
None,FLT1,FOXA2
None,FLT1,RBPJ
None,FLT1,GATA2
None,FLT1,PAX5
None,FLT1,GCM1
None,ITGA1,RUNX2
None,ITGA1,TBX21
None,ITGA1,SOX9
None,ITGA1,SRF
None,ITGA1,FOXP3
None,ITGA1,SP7
None,ITGA1,BIN1
None,ITGA1,EGR3
None,ITGA1,BRCA2
None,ITGA1,AHR
None,ITGA1,NANOG
None,ITGA1,RORC
None,ITGA1,ESR1
None,ITGA1,EGF
None,ITGA1,POU5F1
None,ITGA1,NFIL3
None,ITGA1,GATA3
None,ITGA1,ID2
None,ITGA1,RORA
None,ITGA1,TCF3
None,ITGA1,SOX2
None,ITGA1,TCF7
None,ITGA1,EOMES
None,ITGA1,STAT3
None,ITGA1,ZBTB16
None,ITGA1,BRCA1
None,ITGA1,CTNNB1
None,ITGA1,MYC
None,ITGA1,PRDM1
None,ITGA1,KLF2
None,ITGA1,PPARG
None,PLA2R1,DR1
None,PLA2R1,FOXI1
None,PLA2R1,HDAC3
None,PLA2R1,AATF
None,PLA2R1,HDAC10
None,PLA2R1,WT1
None,PLA2R1,HDAC7
None,PLA2R1,KCNIP3
None,PLA2R1,HDAC9
None,PLA2R1,ENO1
None,ITGB6,ELK1
None,ITGB6,JUND
None,ITGB6,DDX5
None,ITGB6,TBX21
None,ITGB6,LMX1B
None,ITGB6,NKX2-1
None,ITGB6,FOS
None,ITGB6,SRF
None,ITGB6,TRAF6
None,ITGB6,FOXP3
None,ITGB6,ONECUT1
None,ITGB6,TP53
None,ITGB6,TFAP2B
None,ITGB6,NR0B2
None,ITGB6,KLF14
None,ITGB6,SNAI1
None,ITGB6,SMAD3
None,ITGB6,RORC
None,ITGB6,SMAD2
None,ITGB6,DLX3
None,ITGB6,HNF4A
None,ITGB6,EGF
None,ITGB6,NR1H3
None,ITGB6,PROX1
None,ITGB6,FOXO3
None,ITGB6,KLF5
None,ITGB6,SMAD7
None,ITGB6,MEF2D
None,ITGB6,ELF3
None,ITGB6,SKIL
None,ITGB6,EHF
None,ITGB6,ETS1
None,ITGB6,HNF4G
None,ITGB6,TFAP2A
None,ITGB6,NOTCH3
None,ITGB6,GLI1
None,ITGB6,SNAI2
None,ITGB6,CTNNB1
None,ITGB6,NR1H2
None,ITGB6,SMAD4
None,ITGB6,HIF1A
None,ITGB6,FHL2
None,LY96,JUN
None,LY96,IFI16
None,LY96,STAT1
None,LY96,IRF8
None,LY96,EIF2AK2
None,LY96,BCL3
None,LY96,IRF7
None,LY96,SOX4
None,LY96,FOS
None,LY96,IRF3
None,LY96,OTX2
None,LY96,TRAF6
None,LY96,RELB
None,LY96,FOXP3
None,LY96,CRX
None,LY96,NFKB2
None,LY96,IRF5
None,LY96,TNFAIP3
None,LY96,TP53
None,LY96,STAT3
None,LY96,CREB1
None,LY96,IKBKB
None,LY96,REL
None,LY96,RELA
None,LY96,NFKB1
None,LY96,CEBPB
None,LY96,NFKBIA
None,LY96,SPI1
None,LY96,SMAD3
None,LY96,IRF1
None,LY96,EGF
None,LY96,IRF6
None,LY96,NFKBIB
None,LY96,STAT6
None,LY96,STAT5A
None,FZD7,PPARD
None,FZD7,JUN
None,FZD7,HEYL
None,FZD7,FOSL1
None,FZD7,JUND
None,FZD7,MYCN
None,FZD7,APC
None,FZD7,ARX
None,FZD7,LMX1B
None,FZD7,HIPK2
None,FZD7,TRRAP
None,FZD7,ZIC3
None,FZD7,ID1
None,FZD7,PAX3
None,FZD7,SOX9
None,FZD7,HHEX
None,FZD7,FOS
None,FZD7,MAFB
None,FZD7,SOX11
None,FZD7,TBX20
None,FZD7,NFAT5
None,FZD7,SHOX2
None,FZD7,MITF
None,FZD7,TP53
None,FZD7,SND1
None,FZD7,FOXD3
None,FZD7,SMARCA1
None,FZD7,SHOX
None,FZD7,ETV1
None,FZD7,GSC
None,FZD7,GATA6
None,FZD7,NANOG
None,FZD7,HEY2
None,FZD7,KLF15
None,FZD7,SNAI1
None,FZD7,SMAD3
None,FZD7,FOXF1
None,FZD7,JUNB
None,FZD7,SMAD2
None,FZD7,TLE3
None,FZD7,E2F2
None,FZD7,ZIC1
None,FZD7,MYF6
None,FZD7,HNF4A
None,FZD7,CREBBP
None,FZD7,ESR1
None,FZD7,MYOG
None,FZD7,GLI2
None,FZD7,MYOD1
None,FZD7,PURA
None,FZD7,TCF19
None,FZD7,EGF
None,FZD7,POU5F1
None,FZD7,GRHL1
None,FZD7,TBL1X
None,FZD7,TWIST2
None,FZD7,LIN28A
None,FZD7,LMO4
None,FZD7,GATA3
None,FZD7,TWIST1
None,FZD7,KLF4
None,FZD7,LMO2
None,FZD7,KLF5
None,FZD7,HMGA2
None,FZD7,SMAD7
None,FZD7,CTNNBIP1
None,FZD7,GBX2
None,FZD7,RORA
None,FZD7,PAX6
None,FZD7,GLI3
None,FZD7,SOX17
None,FZD7,E2F3
None,FZD7,ID4
None,FZD7,SOX2
None,FZD7,BMI1
None,FZD7,EP300
None,FZD7,LEF1
None,FZD7,SOX4
None,FZD7,TEAD1
None,FZD7,FOXA1
None,FZD7,TCF7
None,FZD7,LMO3
None,FZD7,HEY1
None,FZD7,PITX2
None,FZD7,WWTR1
None,FZD7,MSX1
None,FZD7,TP63
None,FZD7,ABL1
None,FZD7,SIX1
None,FZD7,SOX10
None,FZD7,HOXB4
None,FZD7,STAT3
None,FZD7,CDX2
None,FZD7,ISL1
None,FZD7,CHD4
None,FZD7,DNMT1
None,FZD7,FOXN1
None,FZD7,L3MBTL1
None,FZD7,RARB
None,FZD7,SIRT2
None,FZD7,SMAD1
None,FZD7,ZEB2
None,FZD7,AR
None,FZD7,TBX3
None,FZD7,SMARCA4
None,FZD7,FOXC1
None,FZD7,SIRT1
None,FZD7,NOTCH3
None,FZD7,GLI1
None,FZD7,ZEB1
None,FZD7,SNAI2
None,FZD7,CTNNB1
None,FZD7,MEIS2
None,FZD7,MYC
None,FZD7,SMURF2
None,FZD7,FOXF2
None,FZD7,EGR1
None,FZD7,LHX2
None,FZD7,ZIC2
None,FZD7,SMAD4
None,FZD7,EZH2
None,FZD7,MLLT10
None,FZD7,HOPX
None,FZD7,FOXA2
None,FZD7,TCF7L2
None,FZD7,KLF2
None,FZD7,FHL2
None,FZD7,RBPJ
None,FZD7,MSX2
None,CSF1R,MAF
None,CSF1R,RUNX2
None,CSF1R,NR3C1
None,CSF1R,YBX1
None,CSF1R,STAT2
None,CSF1R,GATA1
None,CSF1R,PCBD1
None,CSF1R,PAX3
None,CSF1R,HHEX
None,CSF1R,TRAF6
None,CSF1R,BATF
None,CSF1R,RUNX1
None,CSF1R,SP7
None,CSF1R,IRF9
None,CSF1R,MYB
None,CSF1R,FLI1
None,CSF1R,ESRRG
None,CSF1R,NFKBIA
None,CSF1R,MLLT3
None,CSF1R,SP1
None,CSF1R,SIN3A
None,CSF1R,NANOG
None,CSF1R,CTCF
None,CSF1R,SMAD3
None,CSF1R,SMAD2
None,CSF1R,ATF3
None,CSF1R,GFI1B
None,CSF1R,NCOR1
None,CSF1R,ESR1
None,CSF1R,IRF1
None,CSF1R,NFIA
None,CSF1R,NR1H3
None,CSF1R,NFIL3
None,CSF1R,EPAS1
None,CSF1R,IRF4
None,CSF1R,GATA3
None,CSF1R,CBFA2T3
None,CSF1R,KLF4
None,CSF1R,LMO2
None,CSF1R,TRIM22
None,CSF1R,NFATC2
None,CSF1R,WT1
None,CSF1R,ID2
None,CSF1R,STAT1
None,CSF1R,STAT5B
None,CSF1R,MEF2C
None,CSF1R,TCF3
None,CSF1R,HOXA9
None,CSF1R,RUNX3
None,CSF1R,BMI1
None,CSF1R,NCOA1
None,CSF1R,ATM
None,CSF1R,RXRA
None,CSF1R,FOXO1
None,CSF1R,ABL1
None,CSF1R,CRX
None,CSF1R,SOX10
None,CSF1R,HOXB4
None,CSF1R,TCF12
None,CSF1R,ZBTB16
None,CSF1R,NFIC
None,CSF1R,PAX1
None,CSF1R,NFIX
None,CSF1R,REL
None,CSF1R,ZEB2
None,CSF1R,ETS2
None,CSF1R,SIRT1
None,CSF1R,CTNNB1
None,CSF1R,MYC
None,CSF1R,EGR1
None,CSF1R,HMGB2
None,CSF1R,SPIB
None,CSF1R,BCL6
None,CSF1R,CLOCK
None,CSF1R,MEF2A
None,CSF1R,ARNTL
None,CSF1R,SMAD4
None,CSF1R,FOXJ1
None,CSF1R,EWSR1
None,CSF1R,CREB3
None,CSF1R,HOPX
None,CSF1R,JARID2
None,CSF1R,KLF2
None,CSF1R,PPARG
None,CSF1R,CTBP1
None,CSF1R,STAT4
None,CSF1R,UBTF
None,CSF1R,JUN
None,CSF1R,SETBP1
None,CSF1R,CBFB
None,CSF1R,MYCN
None,CSF1R,MEIS1
None,CSF1R,ZFP36
None,CSF1R,TBX21
None,CSF1R,ID1
None,CSF1R,SOX9
None,CSF1R,FOS
None,CSF1R,THRA
None,CSF1R,MAFB
None,CSF1R,FOXP3
None,CSF1R,NFKB2
None,CSF1R,IRF2
None,CSF1R,MITF
None,CSF1R,RFX2
None,CSF1R,TP53
None,CSF1R,CREB1
None,CSF1R,FOXP1
None,CSF1R,TBP
None,CSF1R,GFI1
None,CSF1R,FOSL2
None,CSF1R,SP3
None,CSF1R,KLF1
None,CSF1R,SLA2
None,CSF1R,BRCA2
None,CSF1R,ETV6
None,CSF1R,ETV1
None,CSF1R,NFKB1
None,CSF1R,GATA6
None,CSF1R,ASXL1
None,CSF1R,HTATIP2
None,CSF1R,JUNB
None,CSF1R,TAL1
None,CSF1R,CUX1
None,CSF1R,NFIB
None,CSF1R,HNF4A
None,CSF1R,CREBBP
None,CSF1R,KAT6A
None,CSF1R,MYOG
None,CSF1R,MYOD1
None,CSF1R,NCOA3
None,CSF1R,EGF
None,CSF1R,POU5F1
None,CSF1R,JDP2
None,CSF1R,VDR
None,CSF1R,EBF1
None,CSF1R,NRL
None,CSF1R,TBL1X
None,CSF1R,MZF1
None,CSF1R,NFATC1
None,CSF1R,PPARGC1A
None,CSF1R,CBX7
None,CSF1R,STAT6
None,CSF1R,TWIST1
None,CSF1R,STAT5A
None,CSF1R,EGR2
None,CSF1R,CIITA
None,CSF1R,CNOT8
None,CSF1R,KAT5
None,CSF1R,RORA
None,CSF1R,NF1
None,CSF1R,KLF3
None,CSF1R,SPIC
None,CSF1R,ZNF148
None,CSF1R,SATB1
None,CSF1R,IRF8
None,CSF1R,SOX2
None,CSF1R,TCF4
None,CSF1R,IRF7
None,CSF1R,EP300
None,CSF1R,PREB
None,CSF1R,FOXA1
None,CSF1R,IKZF1
None,CSF1R,LYL1
None,CSF1R,HEY1
None,CSF1R,EOMES
None,CSF1R,GTF2I
None,CSF1R,DNMT3A
None,CSF1R,RELB
None,CSF1R,ESR2
None,CSF1R,FOXP2
None,CSF1R,USF1
None,CSF1R,IRF5
None,CSF1R,MDM2
None,CSF1R,ETS1
None,CSF1R,STAT3
None,CSF1R,CDX2
None,CSF1R,DNMT1
None,CSF1R,CEBPA
None,CSF1R,RUNX1T1
None,CSF1R,PGR
None,CSF1R,RELA
None,CSF1R,CEBPB
None,CSF1R,NR4A1
None,CSF1R,CEBPE
None,CSF1R,BRCA1
None,CSF1R,AR
None,CSF1R,SPI1
None,CSF1R,SMARCA4
None,CSF1R,TBPL1
None,CSF1R,NCOA2
None,CSF1R,NOTCH3
None,CSF1R,CEBPD
None,CSF1R,GLI1
None,CSF1R,ZEB1
None,CSF1R,CDX1
None,CSF1R,SNAI2
None,CSF1R,FUS
None,CSF1R,BCL11A
None,CSF1R,NPM1
None,CSF1R,KAT2B
None,CSF1R,TFEB
None,CSF1R,HOXA7
None,CSF1R,IRF6
None,CSF1R,EZH2
None,CSF1R,RARA
None,CSF1R,HIF1A
None,CSF1R,TAF4
None,CSF1R,PML
None,CSF1R,SMARCB1
None,CSF1R,FOXG1
None,CSF1R,AES
None,CSF1R,RBPJ
None,CSF1R,GATA2
None,CSF1R,PAX5
None,CSF1R,SREBF2
None,ADCY8,ZIC3
None,ADCY8,POLR1A
None,ADCY8,ZNRD1
None,ADCY8,SCD5
None,ADCY8,CREM
None,ADCY8,ZIC1
None,ADCY8,NFKBIB
None,ADCY8,ATF5
None,ADCY8,ZNF423
None,ADCY8,NCOA1
None,ADCY8,KCNIP3
None,ADCY8,LMO3
None,ADCY8,SOX10
None,ADCY8,OLIG2
None,ADCY8,RFXANK
None,ADCY8,MYC
None,ADCY8,EGR1
None,ADCY8,LHX2
None,ADCY8,ZIC2
None,ADCY8,CLOCK
None,ADCY8,ARNTL
None,ADCY8,ASCL1
None,ADCY8,BRD7
None,ADCY8,NPAS3
None,ADCY8,TCF7L2
None,ADCY8,FOXM1
None,ADCY8,DDX5
None,ADCY8,FOS
None,ADCY8,THRA
None,ADCY8,BPTF
None,ADCY8,NFKB2
None,ADCY8,TP53
None,ADCY8,CREB1
None,ADCY8,TFAP2B
None,ADCY8,ETV1
None,ADCY8,NFKB1
None,ADCY8,HNF4A
None,ADCY8,CREBBP
None,ADCY8,EBF1
None,ADCY8,EHMT2
None,ADCY8,RORA
None,ADCY8,NF1
None,ADCY8,SOX2
None,ADCY8,BCL3
None,ADCY8,IKBKB
None,ADCY8,GTF3A
None,ADCY8,THRB
None,ADCY8,CREB3L1
None,ADCY8,MLLT10
None,ADCY8,FOXG1
None,CD109,WWP1
None,CD109,RFWD2
None,CD109,DRAP1
None,CD109,SMAD3
None,CD109,SMAD2
None,CD109,EGF
None,CD109,TWIST1
None,CD109,SMAD7
None,CD109,SOX2
None,CD109,ELF3
None,CD109,LMO3
None,CD109,CREG1
None,CD109,TSC22D1
None,CD109,SMURF2
None,HTR5A,HLF
None,HTR5A,LMX1B
None,HTR5A,TBR1
None,HTR5A,SCD5
None,HTR5A,CREB1
None,HTR5A,ETV1
None,HTR5A,ZIC1
None,HTR5A,HOXB1
None,HTR5A,RORA
None,HTR5A,GCM2
None,HTR5A,LMO3
None,HTR5A,SOX10
None,HTR5A,ZBTB16
None,HTR5A,OLIG2
None,HTR5A,NEUROD1
None,HTR5A,ZEB1
None,HTR5A,LHX2
None,HTR5A,FOXG1
None,FZD1,PPARD
None,FZD1,JUND
None,FZD1,RUNX2
None,FZD1,HES6
None,FZD1,APC
None,FZD1,ARX
None,FZD1,LMX1B
None,FZD1,HIPK2
None,FZD1,ZIC3
None,FZD1,PAX3
None,FZD1,HHEX
None,FZD1,TSG101
None,FZD1,SP7
None,FZD1,SND1
None,FZD1,FOXD3
None,FZD1,PAX2
None,FZD1,NANOG
None,FZD1,SNAI1
None,FZD1,SMAD3
None,FZD1,FOXF1
None,FZD1,SMAD2
None,FZD1,DLX3
None,FZD1,ATF3
None,FZD1,ZIC1
None,FZD1,ESR1
None,FZD1,ATOH1
None,FZD1,EPAS1
None,FZD1,LMO4
None,FZD1,GATA3
None,FZD1,NR2F2
None,FZD1,KLF4
None,FZD1,LMO2
None,FZD1,WT1
None,FZD1,ID2
None,FZD1,PAX6
None,FZD1,GLI3
None,FZD1,TCF3
None,FZD1,PITX1
None,FZD1,BMI1
None,FZD1,TCF7
None,FZD1,LMO3
None,FZD1,PITX2
None,FZD1,OTX2
None,FZD1,WWTR1
None,FZD1,MSX1
None,FZD1,ABL1
None,FZD1,SOX10
None,FZD1,HOXB4
None,FZD1,NEUROD1
None,FZD1,TBX5
None,FZD1,TBX3
None,FZD1,CTNNB1
None,FZD1,GATA4
None,FZD1,MEIS2
None,FZD1,MYC
None,FZD1,EGR1
None,FZD1,LHX2
None,FZD1,SMAD4
None,FZD1,HIRA
None,FZD1,ASCL1
None,FZD1,BRD7
None,FZD1,HOPX
None,FZD1,TCF7L2
None,FZD1,EN1
None,FZD1,PPARG
None,FZD1,CTBP1
None,FZD1,MSX2
None,FZD1,JUN
None,FZD1,FOSL1
None,FZD1,MYCN
None,FZD1,MEIS1
None,FZD1,RARG
None,FZD1,SOX9
None,FZD1,FOS
None,FZD1,MAFB
None,FZD1,SOX11
None,FZD1,SHOX2
None,FZD1,MITF
None,FZD1,TP53
None,FZD1,CREB1
None,FZD1,FOSL2
None,FZD1,SHOX
None,FZD1,GSC
None,FZD1,GATA6
None,FZD1,JUNB
None,FZD1,TLE3
None,FZD1,E2F2
None,FZD1,CUX1
None,FZD1,HNF4A
None,FZD1,CREBBP
None,FZD1,GLI2
None,FZD1,MYOD1
None,FZD1,PURA
None,FZD1,PITX3
None,FZD1,EGF
None,FZD1,POU5F1
None,FZD1,GRHL1
None,FZD1,PROX1
None,FZD1,TBL1X
None,FZD1,TWIST2
None,FZD1,NELFB
None,FZD1,NFATC1
None,FZD1,TWIST1
None,FZD1,FOXO3
None,FZD1,KLF5
None,FZD1,SMAD7
None,FZD1,CTNNBIP1
None,FZD1,GBX2
None,FZD1,RORA
None,FZD1,SOX17
None,FZD1,E2F3
None,FZD1,SOX2
None,FZD1,TCF4
None,FZD1,EP300
None,FZD1,LEF1
None,FZD1,SOX4
None,FZD1,TEAD1
None,FZD1,FOXA1
None,FZD1,HEY1
None,FZD1,EOMES
None,FZD1,SIX1
None,FZD1,DLX5
None,FZD1,STAT3
None,FZD1,CDX2
None,FZD1,ISL1
None,FZD1,DNMT1
None,FZD1,L3MBTL1
None,FZD1,HOXD13
None,FZD1,RARB
None,FZD1,RUNX1T1
None,FZD1,BRCA1
None,FZD1,AR
None,FZD1,SMARCA4
None,FZD1,NOTCH3
None,FZD1,GLI1
None,FZD1,ZEB1
None,FZD1,SNAI2
None,FZD1,SMURF2
None,FZD1,FOXF2
None,FZD1,EAF1
None,FZD1,EZH2
None,FZD1,RARA
None,FZD1,NR4A2
None,FZD1,PLAGL2
None,FZD1,TBX2
None,FZD1,MLLT10
None,FZD1,FOXA2
None,FZD1,FOXG1
None,FZD1,AES
None,FZD1,RBPJ
None,KIT,CREB3L4
None,KIT,AIRE
None,KIT,E2F1
None,KIT,JUND
None,KIT,MAF
None,KIT,RUNX2
None,KIT,NR3C1
None,KIT,APC
None,KIT,YBX1
None,KIT,HIPK2
None,KIT,STAT2
None,KIT,ZIC3
None,KIT,GATA1
