Receptor,TF,Source
HMMR,ETV4,scMLnet
HMMR,GTF2A1,scMLnet
HMMR,WT1,scMLnet
HMMR,CDCA7L,scMLnet
HMMR,NF1,scMLnet
HMMR,RUVBL1,scMLnet
HMMR,BMI1,scMLnet
HMMR,NCOA1,scMLnet
HMMR,SOX4,scMLnet
HMMR,ATM,scMLnet
HMMR,WWTR1,scMLnet
HMMR,WHSC1,scMLnet
HMMR,MDM2,scMLnet
HMMR,STAT3,scMLnet
HMMR,PGR,scMLnet
HMMR,SERTAD1,scMLnet
HMMR,ZNF217,scMLnet
HMMR,BRCA1,scMLnet
HMMR,AR,scMLnet
HMMR,SIRT1,scMLnet
HMMR,SNAI2,scMLnet
HMMR,MYC,scMLnet
HMMR,PTMA,scMLnet
HMMR,NPM1,scMLnet
HMMR,BACH1,scMLnet
HMMR,HMGB2,scMLnet
HMMR,NPAS2,scMLnet
HMMR,EZH2,scMLnet
HMMR,HIF1A,scMLnet
HMMR,ANKRD1,scMLnet
HMMR,MTA1,scMLnet
HMMR,NPAS3,scMLnet
HMMR,E2F4,scMLnet
HMMR,UHRF1,scMLnet
HMMR,FOXM1,scMLnet
HMMR,KHDRBS1,scMLnet
QRFPR,GATA6,scMLnet
QRFPR,TRPS1,scMLnet
QRFPR,GATA1,scMLnet
QRFPR,GATA4,scMLnet
QRFPR,GATA5,scMLnet
QRFPR,TRERF1,scMLnet
QRFPR,GATA3,scMLnet
QRFPR,GATA2,scMLnet
ADCY7,POLR1A,scMLnet
ADCY7,ZNRD1,scMLnet
ADCY7,NAB1,scMLnet
ADCY7,KCNIP3,scMLnet
ADCY7,RFXANK,scMLnet
ADCY7,CTNNB1,scMLnet
ADCY7,MYC,scMLnet
ADCY7,PTMA,scMLnet
ADCY7,EGR1,scMLnet
ADCY7,BRD7,scMLnet
ADCY7,TCF7L2,scMLnet
ADCY7,DDX5,scMLnet
ADCY7,TRRAP,scMLnet
ADCY7,FOXP3,scMLnet
ADCY7,NFKB2,scMLnet
ADCY7,CREB1,scMLnet
ADCY7,CREBBP,scMLnet
ADCY7,PPARGC1A,scMLnet
ADCY7,CREB5,scMLnet
ADCY7,NF1,scMLnet
ADCY7,BCL3,scMLnet
ADCY7,ATF1,scMLnet
ADCY7,EAF1,scMLnet
ADCY7,NFKBIZ,scMLnet
GPR135,STAT1,scMLnet
GPR135,STAT5B,scMLnet
GPR135,STAT2,scMLnet
GPR135,PHF10,scMLnet
GPR135,STAT3,scMLnet
GPR135,PURA,scMLnet
GPR135,EGF,scMLnet
GPR135,STAT5A,scMLnet
IL4R,JUN,scMLnet
IL4R,NKX2-3,scMLnet
IL4R,MAF,scMLnet
IL4R,NR3C1,scMLnet
IL4R,TBX21,scMLnet
IL4R,PHOX2B,scMLnet
IL4R,GATA1,scMLnet
IL4R,HAND2,scMLnet
IL4R,SOX9,scMLnet
IL4R,FOS,scMLnet
IL4R,MXI1,scMLnet
IL4R,TRAF6,scMLnet
IL4R,BATF,scMLnet
IL4R,FOXP3,scMLnet
IL4R,ZNRD1,scMLnet
IL4R,NFKB2,scMLnet
IL4R,IRF2,scMLnet
IL4R,TNFAIP3,scMLnet
IL4R,TP53,scMLnet
IL4R,CREB1,scMLnet
IL4R,MYB,scMLnet
IL4R,GFI1,scMLnet
IL4R,KLF1,scMLnet
IL4R,NFKB1,scMLnet
IL4R,NFKBIA,scMLnet
IL4R,SMAD3,scMLnet
IL4R,RORC,scMLnet
IL4R,JUNB,scMLnet
IL4R,NAB2,scMLnet
IL4R,ATF3,scMLnet
IL4R,CREBBP,scMLnet
IL4R,IRF1,scMLnet
IL4R,KAT6A,scMLnet
IL4R,BACH2,scMLnet
IL4R,EGF,scMLnet
IL4R,VDR,scMLnet
IL4R,NFIL3,scMLnet
IL4R,NFATC1,scMLnet
IL4R,HLX,scMLnet
IL4R,IRF4,scMLnet
IL4R,NFKBIB,scMLnet
IL4R,MYBL1,scMLnet
IL4R,NFATC2,scMLnet
IL4R,CIITA,scMLnet
IL4R,KAT5,scMLnet
IL4R,RORA,scMLnet
IL4R,IRF8,scMLnet
IL4R,BCL3,scMLnet
IL4R,RUNX3,scMLnet
IL4R,IRF7,scMLnet
IL4R,EP300,scMLnet
IL4R,RXRA,scMLnet
IL4R,IKZF1,scMLnet
IL4R,TCF7,scMLnet
IL4R,IRF3,scMLnet
IL4R,EOMES,scMLnet
IL4R,RELB,scMLnet
IL4R,IRF5,scMLnet
IL4R,ETS1,scMLnet
IL4R,ZBTB16,scMLnet
IL4R,DNMT1,scMLnet
IL4R,IKBKB,scMLnet
IL4R,GTF2B,scMLnet
IL4R,SIRT2,scMLnet
IL4R,REL,scMLnet
IL4R,RELA,scMLnet
IL4R,CEBPB,scMLnet
IL4R,AR,scMLnet
IL4R,SPI1,scMLnet
IL4R,SIRT1,scMLnet
IL4R,CEBPD,scMLnet
IL4R,EGR1,scMLnet
IL4R,HDAC1,scMLnet
IL4R,NELFCD,scMLnet
IL4R,BCL6,scMLnet
IL4R,APEX1,scMLnet
IL4R,MEF2A,scMLnet
IL4R,RARA,scMLnet
IL4R,HIF1A,scMLnet
IL4R,PRDM1,scMLnet
IL4R,KLF2,scMLnet
IL4R,PPARG,scMLnet
IL4R,FHL2,scMLnet
IL4R,NFKBIZ,scMLnet
IL4R,PAX5,scMLnet
ITGB1,PPARD,scMLnet
ITGB1,RUNX2,scMLnet
ITGB1,NR3C1,scMLnet
ITGB1,YBX1,scMLnet
ITGB1,PAX3,scMLnet
ITGB1,SSB,scMLnet
ITGB1,TRAF6,scMLnet
ITGB1,TSG101,scMLnet
ITGB1,SP7,scMLnet
ITGB1,RBL2,scMLnet
ITGB1,MKL1,scMLnet
ITGB1,PAX2,scMLnet
ITGB1,EED,scMLnet
ITGB1,COPS5,scMLnet
ITGB1,SIN3A,scMLnet
ITGB1,NANOG,scMLnet
ITGB1,SNAI1,scMLnet
ITGB1,SMAD3,scMLnet
ITGB1,SMAD2,scMLnet
ITGB1,ESR1,scMLnet
ITGB1,NR1H3,scMLnet
ITGB1,NFIL3,scMLnet
ITGB1,SUZ12,scMLnet
ITGB1,IRF4,scMLnet
ITGB1,GATA3,scMLnet
ITGB1,NR2F2,scMLnet
ITGB1,KLF4,scMLnet
ITGB1,LMO2,scMLnet
ITGB1,NFATC2,scMLnet
ITGB1,ZNF423,scMLnet
ITGB1,WT1,scMLnet
ITGB1,NEUROG3,scMLnet
ITGB1,PAX6,scMLnet
ITGB1,GLI3,scMLnet
ITGB1,STAT1,scMLnet
ITGB1,STAT5B,scMLnet
ITGB1,MEF2C,scMLnet
ITGB1,ID4,scMLnet
ITGB1,BMI1,scMLnet
ITGB1,PITX2,scMLnet
ITGB1,WWTR1,scMLnet
ITGB1,FOXO1,scMLnet
ITGB1,ABL1,scMLnet
ITGB1,SOX10,scMLnet
ITGB1,ZBTB16,scMLnet
ITGB1,UTF1,scMLnet
ITGB1,ZEB2,scMLnet
ITGB1,SIRT1,scMLnet
ITGB1,CTNNB1,scMLnet
ITGB1,GATA4,scMLnet
ITGB1,MYC,scMLnet
ITGB1,EGR1,scMLnet
ITGB1,HDAC1,scMLnet
ITGB1,MEF2A,scMLnet
ITGB1,SMAD4,scMLnet
ITGB1,KLF2,scMLnet
ITGB1,PPARG,scMLnet
ITGB1,FHL2,scMLnet
ITGB1,FOXM1,scMLnet
ITGB1,STAT4,scMLnet
ITGB1,JUN,scMLnet
ITGB1,MYCN,scMLnet
ITGB1,TBX21,scMLnet
ITGB1,NKX2-1,scMLnet
ITGB1,ID1,scMLnet
ITGB1,SOX9,scMLnet
ITGB1,FOS,scMLnet
ITGB1,PAX4,scMLnet
ITGB1,SRF,scMLnet
ITGB1,MAFB,scMLnet
ITGB1,FOXP3,scMLnet
ITGB1,MITF,scMLnet
ITGB1,TP53,scMLnet
ITGB1,CREB1,scMLnet
ITGB1,TBP,scMLnet
ITGB1,NKX2-5,scMLnet
ITGB1,UPF2,scMLnet
ITGB1,NFKB1,scMLnet
ITGB1,GATA6,scMLnet
ITGB1,HNF4A,scMLnet
ITGB1,CREBBP,scMLnet
ITGB1,MYOG,scMLnet
ITGB1,GLI2,scMLnet
ITGB1,MYOD1,scMLnet
ITGB1,PITX3,scMLnet
ITGB1,EGF,scMLnet
ITGB1,POU5F1,scMLnet
ITGB1,TWIST2,scMLnet
ITGB1,LIN28A,scMLnet
ITGB1,STAT6,scMLnet
ITGB1,TWIST1,scMLnet
ITGB1,STAT5A,scMLnet
ITGB1,FOXO3,scMLnet
ITGB1,EGR2,scMLnet
ITGB1,TRIP6,scMLnet
ITGB1,HMGA2,scMLnet
ITGB1,SMAD7,scMLnet
ITGB1,NF1,scMLnet
ITGB1,SOX17,scMLnet
ITGB1,E2F3,scMLnet
ITGB1,MYOCD,scMLnet
ITGB1,SOX2,scMLnet
ITGB1,TCF4,scMLnet
ITGB1,LEF1,scMLnet
ITGB1,FOXA1,scMLnet
ITGB1,IKZF1,scMLnet
ITGB1,HEY1,scMLnet
ITGB1,ESR2,scMLnet
ITGB1,DLX5,scMLnet
ITGB1,STAT3,scMLnet
ITGB1,ISL1,scMLnet
ITGB1,CEBPA,scMLnet
ITGB1,PGR,scMLnet
ITGB1,LIMD1,scMLnet
ITGB1,BRCA1,scMLnet
ITGB1,FOXC2,scMLnet
ITGB1,AR,scMLnet
ITGB1,SPI1,scMLnet
ITGB1,MEN1,scMLnet
ITGB1,NOTCH3,scMLnet
ITGB1,GLI1,scMLnet
ITGB1,ZEB1,scMLnet
ITGB1,SNAI2,scMLnet
ITGB1,NR1H2,scMLnet
ITGB1,SMURF2,scMLnet
ITGB1,EZH2,scMLnet
ITGB1,HIF1A,scMLnet
ITGB1,ETV5,scMLnet
ITGB1,PML,scMLnet
ITGB1,RBL1,scMLnet
ITGB1,FOXA2,scMLnet
ITGB1,ENO1,scMLnet
ITGB1,GATA2,scMLnet
EDA2R,PPARD,scMLnet
EDA2R,JUN,scMLnet
EDA2R,FOSL1,scMLnet
EDA2R,BTG2,scMLnet
EDA2R,BCL3,scMLnet
EDA2R,LEF1,scMLnet
EDA2R,ATM,scMLnet
EDA2R,FOXA1,scMLnet
EDA2R,FOS,scMLnet
EDA2R,IRF3,scMLnet
EDA2R,TRAF6,scMLnet
EDA2R,RELB,scMLnet
EDA2R,FOXI1,scMLnet
EDA2R,MSX1,scMLnet
EDA2R,NFKB2,scMLnet
EDA2R,MITF,scMLnet
EDA2R,TNFAIP3,scMLnet
EDA2R,MDM2,scMLnet
EDA2R,TP53,scMLnet
EDA2R,PAX1,scMLnet
EDA2R,TLX1,scMLnet
EDA2R,IKBKB,scMLnet
EDA2R,NR1D1,scMLnet
EDA2R,REL,scMLnet
EDA2R,RELA,scMLnet
EDA2R,NFKB1,scMLnet
EDA2R,NFKBIA,scMLnet
EDA2R,AR,scMLnet
EDA2R,CTNNB1,scMLnet
EDA2R,KLF8,scMLnet
EDA2R,ELF4,scMLnet
EDA2R,MYC,scMLnet
EDA2R,NCOR1,scMLnet
EDA2R,CREBBP,scMLnet
EDA2R,HDAC1,scMLnet
EDA2R,MYOD1,scMLnet
EDA2R,APBB1,scMLnet
EDA2R,HIF1A,scMLnet
EDA2R,FOXO4,scMLnet
EDA2R,NR2C2,scMLnet
EDA2R,PRDM1,scMLnet
EDA2R,NFKBIB,scMLnet
EDA2R,KLF2,scMLnet
EDA2R,DDB2,scMLnet
EDA2R,FHL2,scMLnet
EDA2R,PAX5,scMLnet
EDA2R,KAT5,scMLnet
PDE1C,MEIS1,scMLnet
PDE1C,ETV1,scMLnet
PDE1C,JUNB,scMLnet
PDE1C,ZIC1,scMLnet
PDE1C,TWIST1,scMLnet
PDE1C,KCNIP3,scMLnet
PDE1C,FOXP2,scMLnet
PDE1C,LDB1,scMLnet
PDE1C,NPAS3,scMLnet
CD72,TBX21,scMLnet
CD72,MXI1,scMLnet
CD72,FOXP3,scMLnet
CD72,NR0B2,scMLnet
CD72,NAB2,scMLnet
CD72,EBF1,scMLnet
CD72,NFATC1,scMLnet
CD72,IRF4,scMLnet
CD72,STAT6,scMLnet
CD72,CIITA,scMLnet
CD72,STAT1,scMLnet
CD72,IRF8,scMLnet
CD72,KCNIP3,scMLnet
CD72,IKZF1,scMLnet
CD72,POU2AF1,scMLnet
CD72,IRF5,scMLnet
CD72,SPI1,scMLnet
CD72,SPIB,scMLnet
CD72,BCL6,scMLnet
CD72,PAX5,scMLnet
ITGA4,JUN,scMLnet
ITGA4,IFI16,scMLnet
ITGA4,CBFB,scMLnet
ITGA4,MYCN,scMLnet
ITGA4,RUNX2,scMLnet
ITGA4,TBX21,scMLnet
ITGA4,ID3,scMLnet
ITGA4,HLTF,scMLnet
ITGA4,ID1,scMLnet
ITGA4,SOX9,scMLnet
ITGA4,FOS,scMLnet
ITGA4,FOXP3,scMLnet
ITGA4,PTTG1,scMLnet
ITGA4,TP53,scMLnet
ITGA4,GFI1,scMLnet
ITGA4,EED,scMLnet
ITGA4,FLI1,scMLnet
ITGA4,NFKB1,scMLnet
ITGA4,NANOG,scMLnet
ITGA4,RORC,scMLnet
ITGA4,DLX3,scMLnet
ITGA4,DMAP1,scMLnet
ITGA4,ESR1,scMLnet
ITGA4,EGF,scMLnet
ITGA4,POU5F1,scMLnet
ITGA4,NR1H3,scMLnet
ITGA4,ATOH1,scMLnet
ITGA4,SUZ12,scMLnet
ITGA4,IRF4,scMLnet
ITGA4,GATA3,scMLnet
ITGA4,STAT6,scMLnet
ITGA4,STAT5A,scMLnet
ITGA4,WT1,scMLnet
ITGA4,ID2,scMLnet
ITGA4,PAX6,scMLnet
ITGA4,STAT1,scMLnet
ITGA4,IRF8,scMLnet
ITGA4,STAT5B,scMLnet
ITGA4,TCF3,scMLnet
ITGA4,ID4,scMLnet
ITGA4,SOX2,scMLnet
ITGA4,RUNX3,scMLnet
ITGA4,BMI1,scMLnet
ITGA4,ATM,scMLnet
ITGA4,IKZF1,scMLnet
ITGA4,EOMES,scMLnet
ITGA4,MDM2,scMLnet
ITGA4,STAT3,scMLnet
ITGA4,ZBTB16,scMLnet
ITGA4,NEUROD1,scMLnet
ITGA4,REL,scMLnet
ITGA4,ETS2,scMLnet
ITGA4,SPI1,scMLnet
ITGA4,NOTCH3,scMLnet
ITGA4,CTNNB1,scMLnet
ITGA4,NR1H2,scMLnet
ITGA4,MYC,scMLnet
ITGA4,NELFCD,scMLnet
ITGA4,BCL6,scMLnet
ITGA4,EZH2,scMLnet
ITGA4,PRDM1,scMLnet
ITGA4,PPARG,scMLnet
HRH1,FOS,scMLnet
HRH1,FOXP3,scMLnet
HRH1,TFAP2A,scMLnet
HRH1,NR1I2,scMLnet
HRH1,FOXQ1,scMLnet
HRH1,AR,scMLnet
HRH1,SMAD3,scMLnet
HRH1,SMAD2,scMLnet
HRH1,EGR1,scMLnet
HRH1,IRF6,scMLnet
IL15RA,IFI16,scMLnet
IL15RA,IRF8,scMLnet
IL15RA,EIF2AK2,scMLnet
IL15RA,TBX21,scMLnet
IL15RA,BCL3,scMLnet
IL15RA,HIVEP2,scMLnet
IL15RA,IRF7,scMLnet
IL15RA,MXI1,scMLnet
IL15RA,EOMES,scMLnet
IL15RA,RELB,scMLnet
IL15RA,FOXP3,scMLnet
IL15RA,NFKB2,scMLnet
IL15RA,IRF2,scMLnet
IL15RA,IRF5,scMLnet
IL15RA,TNFAIP3,scMLnet
IL15RA,NFKB1,scMLnet
IL15RA,CEBPB,scMLnet
IL15RA,NFKBIA,scMLnet
IL15RA,TRIM25,scMLnet
IL15RA,ELF4,scMLnet
IL15RA,IRF1,scMLnet
IL15RA,BACH2,scMLnet
IL15RA,NFIL3,scMLnet
IL15RA,NKX3-1,scMLnet
IL15RA,PRDM1,scMLnet
IL15RA,IRF4,scMLnet
IL15RA,GATA3,scMLnet
IL15RA,KLF2,scMLnet
IL15RA,NFKBIZ,scMLnet
IL15RA,PAX5,scMLnet
CD151,JUN,scMLnet
CD151,LMX1B,scMLnet
CD151,PAX3,scMLnet
CD151,SOX9,scMLnet
CD151,BATF,scMLnet
CD151,TSG101,scMLnet
CD151,TP53,scMLnet
CD151,NR0B2,scMLnet
CD151,SNAI1,scMLnet
CD151,FOXF1,scMLnet
CD151,EGF,scMLnet
CD151,RAD51,scMLnet
CD151,NKX3-1,scMLnet
CD151,TRIM16,scMLnet
CD151,WT1,scMLnet
CD151,SP100,scMLnet
CD151,TP63,scMLnet
CD151,STAT3,scMLnet
CD151,CEBPE,scMLnet
CD151,AR,scMLnet
CD151,SNAI2,scMLnet
CD151,KLF8,scMLnet
CD151,MYC,scMLnet
CD151,NELFCD,scMLnet
CD151,TFCP2,scMLnet
CD151,JARID2,scMLnet
CD151,ENO1,scMLnet
ROBO3,PHOX2B,scMLnet
ROBO3,CITED2,scMLnet
ROBO3,PAX3,scMLnet
ROBO3,TBX20,scMLnet
ROBO3,PAX8,scMLnet
ROBO3,TRAF6,scMLnet
ROBO3,ZHX2,scMLnet
ROBO3,HIC1,scMLnet
ROBO3,TP53,scMLnet
ROBO3,LHX4,scMLnet
ROBO3,UPF2,scMLnet
ROBO3,LHX3,scMLnet
ROBO3,ETV1,scMLnet
ROBO3,EVX1,scMLnet
ROBO3,KLF7,scMLnet
ROBO3,ZIC1,scMLnet
ROBO3,GLI2,scMLnet
ROBO3,PTF1A,scMLnet
ROBO3,ATOH1,scMLnet
ROBO3,HOXB1,scMLnet
ROBO3,EGR2,scMLnet
ROBO3,UPF1,scMLnet
ROBO3,CTNNBIP1,scMLnet
ROBO3,GCM2,scMLnet
ROBO3,PAX6,scMLnet
ROBO3,STAT1,scMLnet
ROBO3,EIF2AK2,scMLnet
ROBO3,HOXA1,scMLnet
ROBO3,IRF7,scMLnet
ROBO3,IRF3,scMLnet
ROBO3,SIM2,scMLnet
ROBO3,ABL1,scMLnet
ROBO3,SOX10,scMLnet
ROBO3,ISL1,scMLnet
ROBO3,ATF6,scMLnet
ROBO3,IKBKB,scMLnet
ROBO3,POU4F1,scMLnet
ROBO3,OTX1,scMLnet
ROBO3,MLX,scMLnet
ROBO3,POU4F2,scMLnet
ROBO3,MEIS2,scMLnet
ROBO3,PHOX2A,scMLnet
ROBO3,LHX2,scMLnet
ROBO3,ZIC2,scMLnet
ROBO3,SALL4,scMLnet
ROBO3,NR4A2,scMLnet
ROBO3,ASCL1,scMLnet
ROBO3,ONECUT2,scMLnet
ROBO3,POU3F2,scMLnet
ROBO3,GCM1,scMLnet
ITGB2,IFI16,scMLnet
ITGB2,RUNX2,scMLnet
ITGB2,NR3C1,scMLnet
ITGB2,LMX1B,scMLnet
ITGB2,PBX2,scMLnet
ITGB2,TRAF6,scMLnet
ITGB2,BATF,scMLnet
ITGB2,TNFAIP3,scMLnet
ITGB2,EED,scMLnet
ITGB2,FLI1,scMLnet
ITGB2,COPS5,scMLnet
ITGB2,NFKBIA,scMLnet
ITGB2,SMAD3,scMLnet
ITGB2,RORC,scMLnet
ITGB2,MEF2B,scMLnet
ITGB2,SMAD2,scMLnet
ITGB2,ESR1,scMLnet
ITGB2,IRF1,scMLnet
ITGB2,NR1H3,scMLnet
ITGB2,SUZ12,scMLnet
ITGB2,IRF4,scMLnet
ITGB2,CBFA2T3,scMLnet
ITGB2,LMO2,scMLnet
ITGB2,NFATC2,scMLnet
ITGB2,PAX6,scMLnet
ITGB2,STAT1,scMLnet
ITGB2,MEF2D,scMLnet
ITGB2,MEF2C,scMLnet
ITGB2,RUNX3,scMLnet
ITGB2,BMI1,scMLnet
ITGB2,RXRA,scMLnet
ITGB2,TGIF1,scMLnet
ITGB2,WWTR1,scMLnet
ITGB2,ABL1,scMLnet
ITGB2,POU2AF1,scMLnet
ITGB2,REL,scMLnet
ITGB2,CTNNB1,scMLnet
ITGB2,MYC,scMLnet
ITGB2,EGR1,scMLnet
ITGB2,SPIB,scMLnet
ITGB2,BCL6,scMLnet
ITGB2,SMAD4,scMLnet
ITGB2,HOXD3,scMLnet
ITGB2,KLF2,scMLnet
ITGB2,PPARG,scMLnet
ITGB2,FHL2,scMLnet
ITGB2,STAT4,scMLnet
ITGB2,JUN,scMLnet
ITGB2,MEIS1,scMLnet
ITGB2,ZFP36,scMLnet
ITGB2,TBX21,scMLnet
ITGB2,FOS,scMLnet
ITGB2,SRF,scMLnet
ITGB2,MAFB,scMLnet
ITGB2,PAX8,scMLnet
ITGB2,FOXP3,scMLnet
ITGB2,NFKB2,scMLnet
ITGB2,TP53,scMLnet
ITGB2,GFI1,scMLnet
ITGB2,NFKB1,scMLnet
ITGB2,JUNB,scMLnet
ITGB2,EGF,scMLnet
ITGB2,ZMYND11,scMLnet
ITGB2,NFATC1,scMLnet
ITGB2,STAT6,scMLnet
ITGB2,STAT5A,scMLnet
ITGB2,CIITA,scMLnet
ITGB2,TRIP6,scMLnet
ITGB2,TEAD4,scMLnet
ITGB2,SATB1,scMLnet
ITGB2,IRF8,scMLnet
ITGB2,BCL3,scMLnet
ITGB2,EHF,scMLnet
ITGB2,IRF7,scMLnet
ITGB2,EP300,scMLnet
ITGB2,TEAD1,scMLnet
ITGB2,IKZF1,scMLnet
ITGB2,RELB,scMLnet
ITGB2,IRF5,scMLnet
ITGB2,ETS1,scMLnet
ITGB2,STAT3,scMLnet
ITGB2,CEBPA,scMLnet
ITGB2,CEBPB,scMLnet
ITGB2,CEBPE,scMLnet
ITGB2,BRCA1,scMLnet
ITGB2,SPI1,scMLnet
ITGB2,HDAC4,scMLnet
ITGB2,NOTCH3,scMLnet
ITGB2,CEBPD,scMLnet
ITGB2,THRB,scMLnet
ITGB2,NR1H2,scMLnet
ITGB2,EZH2,scMLnet
ITGB2,RARA,scMLnet
ITGB2,HIF1A,scMLnet
ITGB2,ANKRD1,scMLnet
ITGB2,NFKBIZ,scMLnet
ITGB2,GATA2,scMLnet
CDH7,STAT4,scMLnet
CDH7,MAF,scMLnet
CDH7,PHOX2B,scMLnet
CDH7,HOXB13,scMLnet
CDH7,PAX3,scMLnet
CDH7,SOX9,scMLnet
CDH7,HOXC8,scMLnet
CDH7,FOXD3,scMLnet
CDH7,TFAP2B,scMLnet
CDH7,PAX2,scMLnet
CDH7,SNAI1,scMLnet
CDH7,ZIC1,scMLnet
CDH7,KAT6A,scMLnet
CDH7,HOXA10,scMLnet
CDH7,HOXB7,scMLnet
CDH7,HOXB1,scMLnet
CDH7,IRF4,scMLnet
CDH7,EGR2,scMLnet
CDH7,PAX6,scMLnet
CDH7,CDC5L,scMLnet
CDH7,PITX1,scMLnet
CDH7,LEF1,scMLnet
CDH7,HOXC6,scMLnet
CDH7,ESR2,scMLnet
CDH7,FOXP2,scMLnet
CDH7,MSX1,scMLnet
CDH7,SOX10,scMLnet
CDH7,IRF5,scMLnet
CDH7,REST,scMLnet
CDH7,ISL1,scMLnet
CDH7,PAX1,scMLnet
CDH7,TFAP2A,scMLnet
CDH7,POU4F2,scMLnet
CDH7,NFE2L1,scMLnet
CDH7,TBPL1,scMLnet
CDH7,SNAI2,scMLnet
CDH7,CTNNB1,scMLnet
CDH7,ZIC2,scMLnet
CDH7,HOXA7,scMLnet
CDH7,PRDM14,scMLnet
CDH7,ASCL1,scMLnet
CDH7,NPAS3,scMLnet
CDH7,POU3F2,scMLnet
CDH7,MSX2,scMLnet
EPHB1,HES6,scMLnet
EPHB1,APC,scMLnet
EPHB1,STAT2,scMLnet
EPHB1,ELF1,scMLnet
EPHB1,ZIC3,scMLnet
EPHB1,PAX3,scMLnet
EPHB1,SPEN,scMLnet
EPHB1,TAF5,scMLnet
EPHB1,PAX2,scMLnet
EPHB1,TRIB3,scMLnet
EPHB1,SMAD3,scMLnet
EPHB1,SMAD2,scMLnet
EPHB1,ZIC1,scMLnet
EPHB1,MYF6,scMLnet
EPHB1,ESR1,scMLnet
EPHB1,RAD51,scMLnet
EPHB1,GATA3,scMLnet
EPHB1,PAX6,scMLnet
EPHB1,GLI3,scMLnet
EPHB1,ASH1L,scMLnet
EPHB1,STAT1,scMLnet
EPHB1,STAT5B,scMLnet
EPHB1,ATM,scMLnet
EPHB1,KCNIP3,scMLnet
EPHB1,TCF7,scMLnet
EPHB1,MTA2,scMLnet
EPHB1,POU3F4,scMLnet
EPHB1,OLIG2,scMLnet
EPHB1,ATF6,scMLnet
EPHB1,NEUROD1,scMLnet
EPHB1,LDB1,scMLnet
EPHB1,SPDEF,scMLnet
EPHB1,TBX5,scMLnet
EPHB1,CTNNB1,scMLnet
EPHB1,GATA4,scMLnet
EPHB1,ELF4,scMLnet
EPHB1,MYC,scMLnet
EPHB1,EGR1,scMLnet
EPHB1,HMGB2,scMLnet
EPHB1,LHX2,scMLnet
EPHB1,ZIC2,scMLnet
EPHB1,SMAD4,scMLnet
EPHB1,FOXJ1,scMLnet
EPHB1,ASCL1,scMLnet
EPHB1,BRD7,scMLnet
EPHB1,MTA1,scMLnet
EPHB1,TCF7L2,scMLnet
EPHB1,STAT4,scMLnet
EPHB1,JUN,scMLnet
EPHB1,SETBP1,scMLnet
EPHB1,NKX2-1,scMLnet
EPHB1,TRRAP,scMLnet
EPHB1,SOX9,scMLnet
EPHB1,MTA3,scMLnet
EPHB1,FOS,scMLnet
EPHB1,SRF,scMLnet
EPHB1,BPTF,scMLnet
EPHB1,TBR1,scMLnet
EPHB1,TP53,scMLnet
EPHB1,CREB1,scMLnet
EPHB1,FOXP1,scMLnet
EPHB1,ETV6,scMLnet
EPHB1,LHX3,scMLnet
EPHB1,NR4A3,scMLnet
EPHB1,ETV1,scMLnet
EPHB1,TAF1,scMLnet
EPHB1,HNF4A,scMLnet
EPHB1,CREBBP,scMLnet
EPHB1,PARP1,scMLnet
EPHB1,MYOG,scMLnet
EPHB1,GLI2,scMLnet
EPHB1,MYOD1,scMLnet
EPHB1,EGF,scMLnet
EPHB1,PTF1A,scMLnet
EPHB1,NR2F1,scMLnet
EPHB1,PROX1,scMLnet
EPHB1,STAT6,scMLnet
EPHB1,STAT5A,scMLnet
EPHB1,CREB5,scMLnet
EPHB1,TRIP6,scMLnet
EPHB1,KAT5,scMLnet
EPHB1,RORA,scMLnet
EPHB1,NF1,scMLnet
EPHB1,SOX2,scMLnet
EPHB1,EP300,scMLnet
EPHB1,LEF1,scMLnet
EPHB1,HNF4G,scMLnet
EPHB1,STAT3,scMLnet
EPHB1,ISL1,scMLnet
EPHB1,POU3F1,scMLnet
EPHB1,NR4A1,scMLnet
EPHB1,AR,scMLnet
EPHB1,NOTCH3,scMLnet
EPHB1,GLI1,scMLnet
EPHB1,SNAI2,scMLnet
EPHB1,ELF2,scMLnet
EPHB1,EZH2,scMLnet
EPHB1,NR4A2,scMLnet
EPHB1,NR2C2,scMLnet
EPHB1,FOXG1,scMLnet
EPHB1,RBPJ,scMLnet
EPHB1,GATA2,scMLnet
CRHR1,STAT4,scMLnet
CRHR1,NR3C2,scMLnet
CRHR1,NR3C1,scMLnet
CRHR1,ECD,scMLnet
CRHR1,TBX21,scMLnet
CRHR1,NHLH2,scMLnet
CRHR1,BTG2,scMLnet
CRHR1,FOS,scMLnet
CRHR1,THRA,scMLnet
CRHR1,MAFB,scMLnet
CRHR1,HDAC5,scMLnet
CRHR1,POU2F1,scMLnet
CRHR1,TBR1,scMLnet
CRHR1,TNFAIP3,scMLnet
CRHR1,TP53,scMLnet
CRHR1,SCD5,scMLnet
CRHR1,CREM,scMLnet
CRHR1,NKX2-5,scMLnet
CRHR1,YY1,scMLnet
CRHR1,NFKBIA,scMLnet
CRHR1,ZIC1,scMLnet
CRHR1,CREBBP,scMLnet
CRHR1,MECP2,scMLnet
CRHR1,ESR1,scMLnet
CRHR1,GLI2,scMLnet
CRHR1,FOSB,scMLnet
CRHR1,NR5A1,scMLnet
CRHR1,TSC22D3,scMLnet
CRHR1,ZNF202,scMLnet
