Src,Dst,Source
OCLN,OCLN,cellcall
CCL26,CCR1,cellcall
CCL26,CCR3,cellcall
CCL26,CCR5,cellcall
CCL26,CX3CR1,cellcall
CCL26,CCR2,cellcall
CXCL13,CCR10,cellcall
CXCL13,CXCR3,cellcall
CXCL13,CXCR5,cellcall
TNFSF13B,TNFRSF13C,cellcall
DLL3,NOTCH1,cellcall
DLL3,NOTCH2,cellcall
DLL3,NOTCH3,cellcall
DLL3,NOTCH4,cellcall
CLDN16,CLDN19,cellcall
NRG3,ERBB4,cellcall
CGA,ADCYAP1R1,cellcall
CGA,FSHR,cellcall
CGA,LHCGR,cellcall
CGA,TSHR,cellcall
CCL27,CCR3,cellcall
CCL27,CCR10,cellcall
CCL27,CCR2,cellcall
IL24,IL10RB,cellcall
IL24,IL20RA,cellcall
IL24,IL20RB,cellcall
IL24,IL22RA1,cellcall
ADCYAP1,ADCYAP1R1,cellcall
ADCYAP1,TSHR,cellcall
ADCYAP1,VIPR2,cellcall
RLN3,RXFP3,cellcall
CNTF,CNTFR,cellcall
CNTF,EGFR,cellcall
CNTF,IL6R,cellcall
CNTF,IL6ST,cellcall
CNTF,LIFR,cellcall
CRH,CRHR1,cellcall
CRH,CRHR2,cellcall
CSF1,CSF1R,cellcall
CSF2,CSF2RA,cellcall
CSF2,CSF2RB,cellcall
CSF2,CSF3R,cellcall
CSF2,IL3RA,cellcall
CSF3,CSF3R,cellcall
CSH1,PRLR,cellcall
CSH2,PRLR,cellcall
NRG4,ERBB4,cellcall
CTF1,IL6ST,cellcall
CTF1,LIFR,cellcall
CLDN19,CLDN7,cellcall
CLDN19,CLDN19,cellcall
CLDN19,CLDN8,cellcall
CLDN19,CLDN6,cellcall
CLDN19,CLDN9,cellcall
GDF7,BMPR1A,cellcall
GDF7,BMPR2,cellcall
DCN,ERBB4,cellcall
DCN,MET,cellcall
JAG1,NOTCH1,cellcall
JAG1,NOTCH2,cellcall
JAG1,NOTCH3,cellcall
JAG1,NOTCH4,cellcall
AGT,AGTR1,cellcall
HBEGF,EGFR,cellcall
HBEGF,ERBB4,cellcall
EDA,EDAR,cellcall
EDN1,EDNRA,cellcall
EDN1,EDNRB,cellcall
EDN2,EDNRA,cellcall
EDN3,EDNRA,cellcall
EFNA1,EPHA2,cellcall
EFNA1,EPHA1,cellcall
EFNA1,EPHA3,cellcall
EFNA1,EPHA4,cellcall
EFNA1,EPHA5,cellcall
EFNA1,EPHA7,cellcall
EFNA1,EPHA8,cellcall
EFNA1,EPHA6,cellcall
EFNA2,EPHA2,cellcall
EFNA2,EPHA1,cellcall
EFNA2,EPHA3,cellcall
EFNA2,EPHA4,cellcall
EFNA2,EPHA5,cellcall
EFNA2,EPHA7,cellcall
EFNA2,EPHA8,cellcall
EFNA2,EPHA6,cellcall
EFNA3,EPHA2,cellcall
EFNA3,EPHA1,cellcall
EFNA3,EPHA3,cellcall
EFNA3,EPHA4,cellcall
EFNA3,EPHA5,cellcall
EFNA3,EPHA7,cellcall
EFNA3,EPHA8,cellcall
EFNA3,EPHA6,cellcall
EFNA4,EPHA2,cellcall
EFNA4,EPHA1,cellcall
EFNA4,EPHA3,cellcall
EFNA4,EPHA4,cellcall
EFNA4,EPHA5,cellcall
EFNA4,EPHA7,cellcall
EFNA4,EPHA8,cellcall
EFNA4,EPHA6,cellcall
EFNA4,PDGFRB,cellcall
EFNA5,EPHA2,cellcall
EFNA5,EPHA1,cellcall
EFNA5,EPHA3,cellcall
EFNA5,EPHA4,cellcall
EFNA5,EPHA5,cellcall
EFNA5,EPHA7,cellcall
EFNA5,EPHA8,cellcall
EFNA5,EPHA6,cellcall
EFNB1,EPHB1,cellcall
EFNB1,EPHB2,cellcall
EFNB1,EPHB3,cellcall
EFNB1,EPHB4,cellcall
EFNB1,EPHB6,cellcall
EFNB2,EPHB1,cellcall
EFNB2,EPHB2,cellcall
EFNB2,EPHB3,cellcall
EFNB2,EPHB4,cellcall
EFNB2,EPHB6,cellcall
EFNB3,EPHB1,cellcall
EFNB3,EPHB2,cellcall
EFNB3,EPHB3,cellcall
EFNB3,EPHB4,cellcall
EFNB3,EPHB6,cellcall
EGF,EGFR,cellcall
EGF,ERBB2,cellcall
EGF,ERBB3,cellcall
EGF,ERBB4,cellcall
EPO,EPOR,cellcall
EREG,EGFR,cellcall
EREG,ERBB2,cellcall
EREG,ERBB3,cellcall
EREG,ERBB4,cellcall
FGF1,EGFR,cellcall
FGF1,FGFR1,cellcall
FGF1,FGFR3,cellcall
FGF1,FGFR2,cellcall
FGF1,FGFR4,cellcall
FGF2,FGFR1,cellcall
FGF2,FGFR3,cellcall
FGF2,FGFR2,cellcall
FGF2,FGFR4,cellcall
FGF3,FGFR1,cellcall
FGF3,FGFR3,cellcall
FGF3,FGFR2,cellcall
FGF3,FGFR4,cellcall
FGF4,FGFR1,cellcall
FGF4,FGFR3,cellcall
FGF4,FGFR2,cellcall
FGF4,FGFR4,cellcall
FGF5,FGFR1,cellcall
FGF5,FGFR3,cellcall
FGF5,FGFR2,cellcall
FGF5,FGFR4,cellcall
FGF6,FGFR1,cellcall
FGF6,FGFR3,cellcall
FGF6,FGFR2,cellcall
FGF6,FGFR4,cellcall
FGF7,FGFR1,cellcall
FGF7,FGFR3,cellcall
FGF7,FGFR2,cellcall
FGF7,FGFR4,cellcall
FGF8,FGFR1,cellcall
FGF8,FGFR3,cellcall
FGF8,FGFR2,cellcall
FGF8,FGFR4,cellcall
FGF9,FGFR1,cellcall
FGF9,FGFR3,cellcall
FGF9,FGFR2,cellcall
FGF9,FGFR4,cellcall
FGF10,FGFR1,cellcall
FGF10,FGFR2,cellcall
VEGFD,FLT1,cellcall
VEGFD,FLT4,cellcall
VEGFD,KDR,cellcall
DKK1,LRP6,cellcall
DKK1,LRP5,cellcall
FLT3LG,FLT3,cellcall
CLDN14,CLDN16,cellcall
FSHB,ADCYAP1R1,cellcall
FSHB,FSHR,cellcall
FSHB,TSHR,cellcall
NECTIN3,NECTIN3,cellcall
NECTIN3,NECTIN1,cellcall
NECTIN3,NECTIN2,cellcall
GAS6,AXL,cellcall
FGF20,FGFR1,cellcall
FGF20,FGFR3,cellcall
FGF20,FGFR2,cellcall
FGF20,FGFR4,cellcall
FGF21,FGFR1,cellcall
FGF21,FGFR3,cellcall
FGF21,FGFR2,cellcall
FGF21,FGFR4,cellcall
GCG,ADCYAP1R1,cellcall
GCG,GCGR,cellcall
GCG,GIPR,cellcall
GCG,GLP1R,cellcall
GCG,TSHR,cellcall
AMH,BMPR1B,cellcall
GH1,EPOR,cellcall
GH1,GHR,cellcall
GH1,PRLR,cellcall
GH2,GHR,cellcall
GHRH,GHRHR,cellcall
GIP,ADCYAP1R1,cellcall
GIP,GIPR,cellcall
GIP,TSHR,cellcall
FGF22,FGFR1,cellcall
FGF22,FGFR2,cellcall
DKK4,LRP6,cellcall
DKK4,LRP5,cellcall
DKK2,LRP6,cellcall
DKK2,LRP5,cellcall
GNRH1,GNRHR,cellcall
GNRH2,GNRHR,cellcall
IFNL2,IFNLR1,cellcall
IFNL2,IL10RB,cellcall
IFNL3,IFNLR1,cellcall
IFNL3,IL10RB,cellcall
IFNL1,IFNLR1,cellcall
IFNL1,IL10RB,cellcall
ANGPT1,TEK,cellcall
RSPO1,RNF43,cellcall
RSPO1,ZNRF3,cellcall
ANGPT2,TEK,cellcall
DLL1,NOTCH1,cellcall
DLL1,NOTCH2,cellcall
DLL1,NOTCH3,cellcall
DLL1,NOTCH4,cellcall
CXCL1,CXCR1,cellcall
CXCL1,CXCR2,cellcall
CXCL2,XCR1,cellcall
CXCL2,CXCR1,cellcall
CXCL2,CXCR2,cellcall
CXCL3,CXCR1,cellcall
CXCL3,CXCR2,cellcall
IL19,IL20RA,cellcall
IL19,IL20RB,cellcall
HGF,MET,cellcall
NRG1,ERBB4,cellcall
IFNE,IFNAR1,cellcall
IFNE,IFNAR2,cellcall
RSPO2,RNF43,cellcall
RSPO2,ZNRF3,cellcall
RSPO4,RNF43,cellcall
RSPO4,ZNRF3,cellcall
IFNA1,IFNAR1,cellcall
IFNA1,IFNAR2,cellcall
IFNA2,IFNAR1,cellcall
IFNA2,IFNAR2,cellcall
IFNA4,IFNAR1,cellcall
IFNA4,IFNAR2,cellcall
IFNA5,IFNAR1,cellcall
IFNA5,IFNAR2,cellcall
IFNA6,IFNAR1,cellcall
IFNA6,IFNAR2,cellcall
IFNA7,IFNAR1,cellcall
IFNA7,IFNAR2,cellcall
IFNA8,IFNAR1,cellcall
IFNA8,IFNAR2,cellcall
IFNA10,IFNAR1,cellcall
IFNA10,IFNAR2,cellcall
IFNA13,IFNAR1,cellcall
IFNA13,IFNAR2,cellcall
IFNA14,IFNAR1,cellcall
IFNA14,IFNAR2,cellcall
IFNA16,IFNAR1,cellcall
IFNA16,IFNAR2,cellcall
IFNA17,IFNAR1,cellcall
IFNA17,IFNAR2,cellcall
IFNA21,IFNAR1,cellcall
IFNA21,IFNAR2,cellcall
IFNB1,IFNAR1,cellcall
IFNB1,IFNAR2,cellcall
IFNG,IFNGR1,cellcall
IFNG,IFNGR2,cellcall
IFNG,MPL,cellcall
IFNW1,IFNAR1,cellcall
IFNW1,IFNAR2,cellcall
IGF1,IGF1R,cellcall
IGF1,INSR,cellcall
IGF2,IGF1R,cellcall
IGF2,INSR,cellcall
BMP8A,BMPR1A,cellcall
BMP8A,BMPR1B,cellcall
BMP8A,BMPR2,cellcall
IL1A,IL1R1,cellcall
IL1A,IL1RAP,cellcall
IL1B,IL1R1,cellcall
IL1B,IL1RAP,cellcall
IL2,IL2RA,cellcall
IL2,IL2RB,cellcall
IL2,IL2RG,cellcall
FASLG,FAS,cellcall
IL3,CSF2RA,cellcall
IL3,CSF2RB,cellcall
IL3,IL3RA,cellcall
IL4,IL2RG,cellcall
IL4,IL4R,cellcall
IL4,IL13RA1,cellcall
IL4,IL13RA2,cellcall
IL4,IL21R,cellcall
IL5,CSF2RA,cellcall
IL5,CSF2RB,cellcall
IL5,IL5RA,cellcall
IL6,IL6R,cellcall
IL6,IL6ST,cellcall
IL7,IL2RG,cellcall
IL7,IL7R,cellcall
CXCL8,CXCR1,cellcall
CXCL8,CXCR2,cellcall
IL9,IL2RG,cellcall
IL9,IL9R,cellcall
IL10,IFNLR1,cellcall
IL10,IL10RA,cellcall
IL10,IL10RB,cellcall
IL11,IL6R,cellcall
IL11,IL6ST,cellcall
IL11,IL11RA,cellcall
IL12A,IL12RB1,cellcall
IL12A,IL12RB2,cellcall
IL12B,IL23R,cellcall
IL12B,IL12RB1,cellcall
IL12B,IL12RB2,cellcall
IL13,IL2RG,cellcall
IL13,IL4R,cellcall
IL13,IL13RA1,cellcall
IL13,IL13RA2,cellcall
IL15,IL2RA,cellcall
IL15,IL2RB,cellcall
IL15,IL2RG,cellcall
IL15,IL15RA,cellcall
INHBA,ACVR1C,cellcall
INHBA,ACVR1B,cellcall
INHBA,ACVR2A,cellcall
INHBA,ACVR2B,cellcall
INHBB,ACVR1C,cellcall
INHBB,ACVR1,cellcall
INHBB,ACVR1B,cellcall
INHBB,ACVR2A,cellcall
INHBB,ACVR2B,cellcall
INHBC,ACVR1B,cellcall
INHBC,ACVR2A,cellcall
INHBC,ACVR2B,cellcall
CXCL10,CCR3,cellcall
CXCL10,CXCR3,cellcall
INS,IGF1R,cellcall
INS,INSR,cellcall
JAG2,NOTCH1,cellcall
JAG2,NOTCH2,cellcall
JAG2,NOTCH3,cellcall
JAG2,NOTCH4,cellcall
AREG,EGFR,cellcall
AREG,ERBB3,cellcall
KNG1,BDKRB1,cellcall
KNG1,BDKRB2,cellcall
CCL4L1,CCR1,cellcall
CCL4L1,CCR3,cellcall
CCL4L1,CCR5,cellcall
GDF6,BMPR1A,cellcall
GDF6,BMPR1B,cellcall
GDF6,BMPR2,cellcall
LEP,LEPR,cellcall
LIF,IL6ST,cellcall
LIF,LIFR,cellcall
LTA,TNFRSF1B,cellcall
LTA,TNFRSF14,cellcall
CCL3L3,CCR1,cellcall
CCL3L3,CCR5,cellcall
MFNG,NOTCH1,cellcall
MFNG,NOTCH2,cellcall
KITLG,KIT,cellcall
CXCL9,CCR3,cellcall
CXCL9,CXCR3,cellcall
NGF,ERBB2,cellcall
NGF,NGFR,cellcall
NGF,NTRK1,cellcall
NODAL,ACVR1C,cellcall
NODAL,ACVR1B,cellcall
NODAL,ACVR2A,cellcall
NODAL,ACVR2B,cellcall
NPY,ADRB2,cellcall
NPY,NPY1R,cellcall
NPPA,NPR1,cellcall
NPPB,NPR1,cellcall
NPPC,NPR2,cellcall
NTF3,NGFR,cellcall
NTF3,NTRK1,cellcall
NTF3,NTRK2,cellcall
NTF3,NTRK3,cellcall
NTF4,NGFR,cellcall
NTF4,NTRK1,cellcall
NTF4,NTRK2,cellcall
OSM,IL6ST,cellcall
OSM,LIFR,cellcall
OSM,OSMR,cellcall
CLDN11,CLDN11,cellcall
OXT,OXTR,cellcall
IL20,IL20RA,cellcall
IL20,IL20RB,cellcall
IL20,IL22RA1,cellcall
IL22,IL22RA2,cellcall
IL22,IL10RA,cellcall
IL22,IL10RB,cellcall
IL22,IL21R,cellcall
IL22,IL22RA1,cellcall
F11R,F11R,cellcall
F11R,JAM2,cellcall
F11R,JAM3,cellcall
SOST,LRP6,cellcall
SOST,LRP5,cellcall
ANGPT4,TEK,cellcall
WNT16,FZD2,cellcall
WNT16,LRP5,cellcall
WNT16,FZD6,cellcall
PDGFA,PDGFRA,cellcall
PDGFA,PDGFRB,cellcall
PDGFB,PDGFRA,cellcall
PDGFB,PDGFRB,cellcall
IL23A,IL23R,cellcall
IL23A,IL12RB1,cellcall
IL23A,IL12RB2,cellcall
GHRL,GHSR,cellcall
GHRL,PTGER3,cellcall
PF4,CXCR3,cellcall
PF4V1,CXCR3,cellcall
PGF,FLT1,cellcall
WNT4,FZD2,cellcall
WNT4,FZD1,cellcall
WNT4,FZD6,cellcall
WNT4,FZD8,cellcall
POMC,ADCYAP1R1,cellcall
POMC,MC2R,cellcall
POMC,TSHR,cellcall
DLL4,NOTCH1,cellcall
DLL4,NOTCH2,cellcall
DLL4,NOTCH3,cellcall
DLL4,NOTCH4,cellcall
PPBP,CXCR1,cellcall
PPBP,CXCR2,cellcall
AVP,AVPR2,cellcall
PDGFC,FLT1,cellcall
PDGFC,FLT4,cellcall
PDGFC,KDR,cellcall
PDGFC,PDGFRA,cellcall
PDGFC,PDGFRB,cellcall
PRL,PRLR,cellcall
CCL28,CCR3,cellcall
CCL28,CCR10,cellcall
IFNK,IFNAR1,cellcall
IFNK,IFNAR2,cellcall
PTH,PTH1R,cellcall
PTHLH,PTH1R,cellcall
NECTIN1,NECTIN3,cellcall
NECTIN1,NECTIN1,cellcall
NECTIN1,NECTIN4,cellcall
NECTIN2,NECTIN3,cellcall
NECTIN2,NECTIN2,cellcall
NECTIN2,NECTIN4,cellcall
CXCL16,CXCR6,cellcall
JAM2,F11R,cellcall
JAM2,JAM2,cellcall
JAM2,JAM3,cellcall
IL21,IL2RG,cellcall
IL21,IL4R,cellcall
IL21,IL21R,cellcall
RLN1,RXFP1,cellcall
RLN2,RXFP1,cellcall
BDNF,ERBB2,cellcall
BDNF,NGFR,cellcall
BDNF,NTRK2,cellcall
CCL1,CCR8,cellcall
CCL2,CCR1,cellcall
CCL2,CCR3,cellcall
CCL2,CCR4,cellcall
CCL2,CCR5,cellcall
CCL2,CCR10,cellcall
CCL2,CCR2,cellcall
CCL3,CCR1,cellcall
CCL3,CCR3,cellcall
CCL3,CCR4,cellcall
CCL3,CCR5,cellcall
CCL3L1,CCR1,cellcall
CCL3L1,CCR3,cellcall
CCL3L1,CCR5,cellcall
CCL4,CCR1,cellcall
CCL4,CCR3,cellcall
CCL4,CCR5,cellcall
CCL4,CCR8,cellcall
CCL5,CCR1,cellcall
CCL5,CCR3,cellcall
CCL5,CCR4,cellcall
CCL5,CCR5,cellcall
CCL5,CXCR3,cellcall
CCL7,CCR1,cellcall
CCL7,CCR3,cellcall
CCL7,CCR5,cellcall
CCL7,CCR10,cellcall
CCL7,CXCR3,cellcall
CCL7,CCR2,cellcall
CCL8,CCR1,cellcall
CCL8,CCR3,cellcall
CCL8,CCR5,cellcall
CCL8,CCR2,cellcall
CCL11,CCR3,cellcall
CCL11,CCR5,cellcall
CCL11,CXCR3,cellcall
CCL11,CCR2,cellcall
CCL13,CCR9,cellcall
CCL13,CCR1,cellcall
CCL13,CCR3,cellcall
CCL13,CCR5,cellcall
CCL13,CXCR3,cellcall
CCL13,CCR2,cellcall
CCL14,CCR1,cellcall
CCL14,CCR3,cellcall
CCL14,CCR5,cellcall
CCL15,CCR1,cellcall
CCL15,CCR3,cellcall
CCL16,CCR1,cellcall
CCL16,CCR5,cellcall
CCL16,CCR8,cellcall
CCL16,CCR2,cellcall
CCL17,CCR4,cellcall
CCL17,CCR8,cellcall
CCL18,CCR1,cellcall
CCL18,CCR3,cellcall
CCL18,CCR8,cellcall
CCL19,CCR7,cellcall
CCL19,CCR10,cellcall
CCL19,CXCR3,cellcall
CCL20,CCR6,cellcall
CCL20,CXCR3,cellcall
CCL21,CCR7,cellcall
CCL21,CCR10,cellcall
CCL21,CXCR3,cellcall
CCL22,CCR4,cellcall
CCL23,CCR1,cellcall
CCL24,CCR3,cellcall
CCL24,CCR2,cellcall
CCL25,CCR9,cellcall
CCL25,CCR10,cellcall
CXCL6,CXCR1,cellcall
CXCL6,CXCR2,cellcall
CXCL11,CCR3,cellcall
CXCL11,CXCR3,cellcall
CXCL5,CXCR1,cellcall
CXCL5,CXCR2,cellcall
XCL1,XCR1,cellcall
CX3CL1,CX3CR1,cellcall
CXCL12,CCR4,cellcall
CXCL12,CXCR3,cellcall
CXCL12,CXCR4,cellcall
SFRP1,FZD2,cellcall
SFRP1,FZD6,cellcall
SFRP2,FZD5,cellcall
SHH,PTCH1,cellcall
BMP2,BMPR1A,cellcall
BMP2,BMPR1B,cellcall
BMP2,BMPR2,cellcall
BMP2,ACVR1,cellcall
BMP4,BMPR1A,cellcall
BMP4,BMPR1B,cellcall
BMP4,BMPR2,cellcall
BMP5,BMPR1A,cellcall
BMP5,BMPR1B,cellcall
BMP5,BMPR2,cellcall
BMP6,BMPR1A,cellcall
BMP6,BMPR1B,cellcall
BMP6,BMPR2,cellcall
BMP6,ACVR1,cellcall
BMP7,BMPR1A,cellcall
BMP7,BMPR1B,cellcall
BMP7,BMPR2,cellcall
BMP8B,BMPR1A,cellcall
BMP8B,BMPR1B,cellcall
BMP8B,BMPR2,cellcall
SST,SSTR1,cellcall
SST,SSTR2,cellcall
SST,SSTR3,cellcall
SST,SSTR5,cellcall
XCL2,XCR1,cellcall
BTC,EGFR,cellcall
BTC,ERBB4,cellcall
ADAM17,NOTCH1,cellcall
TGFA,EGFR,cellcall
TGFA,ERBB2,cellcall
TGFA,ERBB3,cellcall
TGFA,ERBB4,cellcall
TGFB1,TGFBR1,cellcall
TGFB1,TGFBR2,cellcall
TGFB2,TGFBR1,cellcall
TGFB2,TGFBR2,cellcall
TGFB3,TGFBR1,cellcall
TGFB3,TGFBR2,cellcall
THPO,MPL,cellcall
TNF,TNFRSF1A,cellcall
TNF,TNFRSF1B,cellcall
TSHB,ADCYAP1R1,cellcall
TSHB,TSHR,cellcall
VEGFA,EGFR,cellcall
VEGFA,FLT1,cellcall
VEGFA,KDR,cellcall
VEGFB,FLT1,cellcall
VEGFB,KDR,cellcall
VEGFC,FLT1,cellcall
VEGFC,FLT4,cellcall
VEGFC,KDR,cellcall
VIP,ADCYAP1R1,cellcall
VIP,ADRB1,cellcall
VIP,TSHR,cellcall
VIP,VIPR2,cellcall
WNT1,FZD10,cellcall
WNT1,FZD2,cellcall
WNT1,LRP6,cellcall
WNT1,LRP5,cellcall
WNT1,FZD5,cellcall
WNT1,FZD3,cellcall
WNT1,FZD1,cellcall
WNT1,FZD4,cellcall
WNT1,FZD7,cellcall
WNT1,FZD8,cellcall
WNT1,FZD9,cellcall
WNT2,FZD2,cellcall
WNT2,LRP6,cellcall
WNT2,LRP5,cellcall
WNT2,FZD5,cellcall
WNT2,FZD3,cellcall
WNT2,FZD1,cellcall
WNT2,FZD4,cellcall
WNT2,FZD7,cellcall
WNT2,FZD8,cellcall
WNT2,FZD9,cellcall
WNT3,LRP6,cellcall
WNT3,FZD5,cellcall
WNT3,FZD1,cellcall
WNT3,FZD7,cellcall
WNT3,FZD8,cellcall
WNT5A,FZD10,cellcall
WNT5A,FZD2,cellcall
WNT5A,LRP6,cellcall
WNT5A,LRP5,cellcall
WNT5A,FZD5,cellcall
WNT5A,FZD3,cellcall
WNT5A,FZD1,cellcall
WNT5A,FZD4,cellcall
WNT5A,FZD6,cellcall
WNT5A,FZD7,cellcall
WNT5A,FZD8,cellcall
WNT5A,FZD9,cellcall
WNT6,LRP6,cellcall
WNT6,LRP5,cellcall
WNT6,FZD4,cellcall
WNT6,FZD7,cellcall
WNT7A,FZD10,cellcall
WNT7A,LRP6,cellcall
WNT7A,FZD5,cellcall
WNT7A,FZD1,cellcall
WNT7A,FZD9,cellcall
WNT7B,FZD10,cellcall
WNT7B,LRP5,cellcall
WNT7B,FZD5,cellcall
WNT7B,FZD1,cellcall
WNT7B,FZD4,cellcall
WNT7B,FZD8,cellcall
WNT8A,LRP6,cellcall
WNT8A,LRP5,cellcall
WNT8A,FZD5,cellcall
WNT8A,FZD4,cellcall
WNT8A,FZD8,cellcall
WNT8B,LRP5,cellcall
WNT10B,LRP6,cellcall
WNT10B,LRP5,cellcall
WNT10B,FZD7,cellcall
WNT11,FZD10,cellcall
WNT11,FZD2,cellcall
WNT11,FZD5,cellcall
WNT11,FZD3,cellcall
WNT11,FZD1,cellcall
WNT11,FZD4,cellcall
WNT11,FZD6,cellcall
WNT11,FZD7,cellcall
WNT11,FZD8,cellcall
WNT11,FZD9,cellcall
WNT2B,LRP6,cellcall
WNT2B,LRP5,cellcall
WNT2B,FZD4,cellcall
WNT2B,FZD7,cellcall
WNT9A,FZD10,cellcall
WNT9A,LRP6,cellcall
WNT9A,LRP5,cellcall
WNT9A,FZD4,cellcall
WNT9B,FZD10,cellcall
WNT9B,LRP6,cellcall
WNT9B,LRP5,cellcall
WNT9B,FZD5,cellcall
WNT9B,FZD4,cellcall
WNT9B,FZD8,cellcall
PDGFD,PDGFRA,cellcall
PDGFD,PDGFRB,cellcall
WNT10A,FZD5,cellcall
WNT10A,FZD1,cellcall
WNT10A,FZD8,cellcall
FGF23,FGFR1,cellcall
FGF23,FGFR3,cellcall
FGF23,FGFR2,cellcall
FGF23,FGFR4,cellcall
WNT5B,FZD10,cellcall
WNT5B,FZD2,cellcall
WNT5B,FZD5,cellcall
WNT5B,FZD3,cellcall
WNT5B,FZD1,cellcall
WNT5B,FZD4,cellcall
WNT5B,FZD6,cellcall
WNT5B,FZD7,cellcall
WNT5B,FZD8,cellcall
WNT5B,FZD9,cellcall
NECTIN4,NECTIN4,cellcall
GDF5,BMPR1A,cellcall
GDF5,BMPR1B,cellcall
GDF5,BMPR2,cellcall
JAM3,F11R,cellcall
JAM3,JAM2,cellcall
JAM3,JAM3,cellcall
INHBE,ACVR2A,cellcall
INHBE,ACVR2B,cellcall
RSPO3,RNF43,cellcall
RSPO3,ZNRF3,cellcall
TSLP,IL7R,cellcall
TSLP,CRLF2,cellcall
TNFSF11,TNFRSF11A,cellcall
TNFSF14,LTBR,cellcall
TNFSF14,TNFRSF14,cellcall
TNFSF10,TNFRSF10B,cellcall
TNFSF10,TNFRSF10A,cellcall
FGF18,FGFR1,cellcall
FGF18,FGFR3,cellcall
FGF18,FGFR2,cellcall
FGF18,FGFR4,cellcall
FGF17,FGFR1,cellcall
FGF17,FGFR3,cellcall
FGF17,FGFR2,cellcall
FGF17,FGFR4,cellcall
FGF16,FGFR1,cellcall
FGF16,FGFR3,cellcall
FGF16,FGFR2,cellcall
FGF16,FGFR4,cellcall
WNT3A,FZD10,cellcall
WNT3A,FZD2,cellcall
WNT3A,LRP6,cellcall
WNT3A,LRP5,cellcall
WNT3A,FZD5,cellcall
WNT3A,FZD3,cellcall
WNT3A,FZD1,cellcall
WNT3A,FZD6,cellcall
WNT3A,FZD7,cellcall
WNT3A,FZD8,cellcall
CLDN2,CLDN3,cellcall
CLDN2,CLDN2,cellcall
CLDN1,CLDN2,cellcall
ADIPOQ,ADIPOR1,cellcall
ADIPOQ,ADIPOR2,cellcall
NRG2,ERBB4,cellcall
CXCL14,CXCR4,cellcall
CD40LG,CD40,cellcall
CD48,CD244,cellcall
FGF19,FGFR1,cellcall
FGF19,FGFR3,cellcall
FGF19,FGFR2,cellcall
FGF19,FGFR4,cellcall
CLDN3,CLDN5,cellcall
CLDN3,CLDN1,cellcall
CLDN19,CLDN16,cellcall
CLDN19,CLDN18,cellcall
LY96,TLR4,cellcall
HGF,EPHA2,cellcall
HGF,ERBB2,cellcall
HGF,FGFR4,cellcall
HGF,PDGFRA,cellcall
LFNG,NOTCH1,cellcall
LFNG,NOTCH2,cellcall
KITLG,EGFR,cellcall
KITLG,PDGFRB,cellcall
CLDN18,CLDN19,cellcall
SERPINF1,LRP6,cellcall
CCL1,CCR1,cellcall
CCL3,CXCR5,cellcall
CCL4,CXCR5,cellcall
CCL5,CXCR5,cellcall
CCL16,CXCR5,cellcall
CCL17,CCR5,cellcall
CXCL12,CCR10,cellcall
CLDN5,CLDN3,cellcall
VEGFA,PDGFRA,cellcall
VEGFA,PDGFRB,cellcall
NECTIN4,NECTIN1,cellcall
NECTIN4,NECTIN2,cellcall
CLDN1,CLDN3,cellcall
CCL26,CXCR3,cellcall
CXCL13,XCR1,cellcall
CLDN16,CLDN18,cellcall
CGA,DRD5,cellcall
IL24,IL23R,cellcall
ADCYAP1,GIPR,cellcall
CNTF,LEPR,cellcall
CLDN4,CLDN2,cellcall
CLDN3,CLDN7,cellcall
CLDN3,CLDN15,cellcall
CLDN3,CLDN11,cellcall
CLDN7,CLDN3,cellcall
CLDN7,CLDN18,cellcall
CLDN23,CLDN19,cellcall
CLDN23,CLDN11,cellcall
CLDN23,CLDN2,cellcall
CSF1,EGFR,cellcall
CSF1,PDGFRA,cellcall
CSF2,IFNAR1,cellcall
CSF2,IFNAR2,cellcall
CSF2,IFNGR1,cellcall
CSF2,MPL,cellcall
CSF3,IL3RA,cellcall
CSF3,PDGFRB,cellcall
CLDN19,CLDN23,cellcall
EDN1,ADRB2,cellcall
EDN2,GHSR,cellcall
EDN3,GHSR,cellcall
EDN3,OXTR,cellcall
EFNA4,KDR,cellcall
EFNA4,NTRK1,cellcall
EFNA5,FGFR1,cellcall
EGF,CSF3R,cellcall
EGF,IGF1R,cellcall
EGF,IL7R,cellcall
EGF,INSR,cellcall
EGF,KDR,cellcall
EGF,TEK,cellcall
EPO,CSF2RB,cellcall
FGF1,KDR,cellcall
FGF1,NTRK2,cellcall
FGF1,PDGFRA,cellcall
FGF2,KDR,cellcall
FGF2,PDGFRA,cellcall
FGF3,TEK,cellcall
FGF7,IGF1R,cellcall
FGF7,KDR,cellcall
FGF8,TEK,cellcall
FGF9,ERBB2,cellcall
FGF9,KDR,cellcall
FGF10,PDGFRB,cellcall
VEGFD,KIT,cellcall
CLDN14,CLDN17,cellcall
CLDN14,CLDN18,cellcall
CLDN14,CLDN6,cellcall
CLDN15,CLDN3,cellcall
CLDN15,CLDN11,cellcall
FGF20,CSF1R,cellcall
CLDN17,CLDN14,cellcall
CLDN17,CLDN20,cellcall
CLDN17,CLDN18,cellcall
FGF21,PDGFRA,cellcall
GCG,ADRB1,cellcall
GCG,HTR6,cellcall
GCG,VIPR2,cellcall
GH1,LEPR,cellcall
GIP,LHCGR,cellcall
FGF22,PDGFRA,cellcall
FGF22,TEK,cellcall
