Src,Dst,Source
PTPRF,CDH1,omnipath
ITGB1,LGALS3BP,omnipath
EGFR,TNC,omnipath
F11R,CGN,omnipath
IFNA13,CR2,omnipath
SCUBE2,SHH,omnipath
HMMR,HAS2,omnipath
CD44,HAS2,omnipath
NEO1,RGMB,omnipath
GPIHBP1,LPL,omnipath
TBXA2R,GNAI2,omnipath
CXCR2,GNAI2,omnipath
DRD2,GNAI2,omnipath
TSHR,GNAI2,omnipath
TREM2,SEMA6D,omnipath
PLXNA1,SEMA6D,omnipath
EPHB1,EFNA5,omnipath
CNTNAP2,CNTN2,omnipath
RHAG,ICAM4,omnipath
DPP4,FN1,omnipath
NRP2,SEMA4F,omnipath
TBXA2R,TGM2,omnipath
EPHB1,EFNA1,omnipath
EPHB1,EFNA3,omnipath
EPHB2,L1CAM,omnipath
RECK,MMP9,omnipath
NRXN1,RPH3A,omnipath
HFE,TF,omnipath
RTN4R,RTN4,omnipath
NGFR,APP,omnipath
PROCR,PROC,omnipath
OPRD1,GNAI2,omnipath
TRAF2,TNFSF4,omnipath
MTNR1B,GNAI2,omnipath
CD81,GPC3,omnipath
SELP,CD34,omnipath
LRP2,LRPAP1,omnipath
LRP2,CUBN,omnipath
KDR,SEMA6D,omnipath
KDR,COL18A1,omnipath
CNTNAP1,RTN4,omnipath
ERBB2,SEMA4D,omnipath
ERBB2,HLA-A,omnipath
ERBB2,HSP90B1,omnipath
ERBB2,L1CAM,omnipath
ERBB2,HSP90AA1,omnipath
EGFR,NRG1,omnipath
EGFR,HSP90AA1,omnipath
ADRA2A,GNAI2,omnipath
LHCGR,GNAS,omnipath
CXCR1,GNAI2,omnipath
DCHS1,FAT4,omnipath
LRP8,RELN,omnipath
CHRM1,GNAI2,omnipath
ITGAL,ICAM2,omnipath
TFRC,TF,omnipath
DPP4,CXCL12,omnipath
DPP4,ADA,omnipath
FGFR2,NCAM1,omnipath
ROBO1,NCAM1,omnipath
PLXNB2,SEMA4G,omnipath
CCL4L2,CCR1,omnipath
CCL4L2,CCR3,omnipath
EPHB6,EFNA5,omnipath
F3,F10,omnipath
ADRA2B,GNAI2,omnipath
AGTR2,GNAI2,omnipath
EGFR,GNAI2,omnipath
KLRD1,HLA-E,omnipath
DAG1,LAMA2,omnipath
HTR2C,LIN7C,omnipath
ROBO3,NCAM1,omnipath
ST14,PLAU,omnipath
SELL,PODXL2,omnipath
RPSA,PRND,omnipath
PTPRJ,SDC2,omnipath
TYROBP,SEMA6D,omnipath
CD14,TLR2,omnipath
EGFR,AXL,omnipath
CDHR2,KIRREL1,omnipath
MPDZ,F11R,omnipath
EGFR,IGF1R,omnipath
TNFRSF11B,ARMH4,omnipath
ERBB2,CDC37,omnipath
EGFR,EPHA2,omnipath
EFNB2,HIDE1,omnipath
EGFR,AR,omnipath
IL12RB1,IL23R,omnipath
EGFR,MET,omnipath
EGFR,FLT1,omnipath
PARD3,F11R,omnipath
TEK,TIE1,omnipath
KIT,CD63,omnipath
NTRK1,APP,omnipath
TJP3,F11R,omnipath
JAK2,BTK,omnipath
F2R,F2RL1,omnipath
CDH1,MET,omnipath
GGT2P,CD81,omnipath
ACVR2A,ACVRL1,omnipath
ERBB3,IL6ST,omnipath
F2R,PARD3,omnipath
CCR5,CXCR4,omnipath
ACP4,VSTM2B,omnipath
HYCC2,ENG,omnipath
CORIN,KIRREL1,omnipath
CCR5,CD4,omnipath
IGF1R,MET,omnipath
PRLR,EMC1,omnipath
ERBB2,PLXNB1,omnipath
VSIR,VSIG8,omnipath
EPHA2,PTK2,omnipath
TGFBR1,OCLN,omnipath
KL,FGFR3,omnipath
KIT,CD81,omnipath
EFNB3,HIDE1,omnipath
ERBB3,PA2G4,omnipath
EPOR,BTK,omnipath
KIT,CD9,omnipath
EFNB1,SRC,omnipath
MST1R,MET,omnipath
EPOR,CRKL,omnipath
EFNB1,LVRN,omnipath
PLAUR,LRP1B,omnipath
EGFR,ITGB4,omnipath
DCN,TGFB1,omnipath
LVRN,VSIG8,omnipath
KL,FGFR4,omnipath
TJP1,F11R,omnipath
L1CAM,LVRN,omnipath
ERBB2,SRC,omnipath
CD82,MET,omnipath
ERBB2,STUB1,omnipath
SEMA4F,VSIR,omnipath
F11R,ULBP3,omnipath
ROBO3,F11R,omnipath
CLUL1,GPR55,omnipath
MANSC1,GPR55,omnipath
MSMB,GPR55,omnipath
SPAG11B,GPR55,omnipath
SST,MRGPRX2,omnipath
TAC1,MRGPRX2,omnipath
PNP,CNTFR,omnipath
CRLF1,IL6ST,omnipath
CRLF1,LIFR,omnipath
IL2RB,IL2RA,omnipath
IL2RA,IL2RG,omnipath
DUSP18,ITGB8,omnipath
NRP1,PLXNA1,omnipath
L1CAM,NRP1,omnipath
TGFBR1,TGFBR3,omnipath
L1CAM,PLXNA1,omnipath
ROBO3,ROBO1,omnipath
EPHB1,EPHB6,omnipath
HPGDS,PTGDR2,omnipath
INHBB,BAMBI,omnipath
LAMA5,CD151,omnipath
LAMB1,CD151,omnipath
DAG1,LAMB1,omnipath
DAG1,LAMB2,omnipath
DAG1,LAMC1,omnipath
DAG1,LAMC2,omnipath
HLA-A,KLRD1,omnipath
KLRD1,HLA-A,omnipath
LGALS3,PTPRK,omnipath
MDK,ITGB2,omnipath
SI,PDGFRA,omnipath
SI,PDGFRB,omnipath
CCL3L3,CCR4,omnipath
RLF,RXFP2,omnipath
PENK,MRGPRX4,omnipath
PLG,LRP2,omnipath
CCL22,ACKR1,omnipath
FYN,FCGR2B,omnipath
SRC,KIF11,omnipath
EGFR,PPARD,omnipath
FYN,CD3E,omnipath
SRC,SLC6A4,omnipath
GRK2,ADRA1D,omnipath
JAK1,SIRT1,omnipath
FYN,FLOT1,omnipath
EGFR,GNAI1,omnipath
EGFR,CTNNB1,omnipath
CTNNB1,EGFR,omnipath
CDKN2A,ATR,omnipath
INSR,PTEN,omnipath
ARRB2,MAPK1,omnipath
SRC,SLC11A1,omnipath
SRC,FCRL3,omnipath
SRC,STING1,omnipath
LYN,ABL1,omnipath
GRK2,TBXA2R,omnipath
PRKCZ,NR0B2,omnipath
ACVRL1,ENG,omnipath
SRC,MDM2,omnipath
FAM20C,PCSK7,omnipath
PRKCI,AMOT,omnipath
SRC,USP2,omnipath
GRK2,OPRL1,omnipath
GRK2,CHRM2,omnipath
LYN,IKBKB,omnipath
FGFR2,MAPK3,omnipath
EGFR,IKBKE,omnipath
GRK2,NPFFR2,omnipath
SRC,FLOT1,omnipath
TNFRSF1A,IKBKB,omnipath
PRKCZ,HMGB1,omnipath
FYN,PRKAA2,omnipath
LYN,PTEN,omnipath
EGFR,KCND3,omnipath
GRK2,ADRB2,omnipath
GRK2,SLC9A5,omnipath
SRC,ENG,omnipath
GRK2,RAPGEF3,omnipath
PRKCZ,NCOA3,omnipath
SRC,GSK3B,omnipath
LCK,SLAMF1,omnipath
SRC,HDAC3,omnipath
SRC,ARHGEF2,omnipath
LCK,ITGB2,omnipath
EGFR,GPRC5A,omnipath
SRC,NPHP1,omnipath
EGFR,KCNN1,omnipath
FYN,PLXNA2,omnipath
NUMA1,AURKA,omnipath
KIT,PHB1,omnipath
PRKCZ,CTNNB1,omnipath
FYN,SCN9A,omnipath
LCK,BTLA,omnipath
SRC,CCR7,omnipath
PRKCZ,PARD6A,omnipath
SRC,PBK,omnipath
FGFR1,ITGB4,omnipath
PRKCI,PARD3,omnipath
GRK2,EDNRA,omnipath
TYRO3,MLKL,omnipath
SRC,PANX1,omnipath
FYN,CD226,omnipath
AXL,LYN,omnipath
FYN,CLIC5,omnipath
SRC,TLR3,omnipath
LCK,TIGIT,omnipath
SRC,PLD2,omnipath
SRC,MEGF10,omnipath
PA2G4,CDK2,omnipath
PTK2,HDAC5,omnipath
SYK,CFTR,omnipath
LYN,CASP8,omnipath
FYN,PTPRT,omnipath
FYN,APP,omnipath
SRC,WNK4,omnipath
GRK2,FZD6,omnipath
SRC,CD46,omnipath
SRC,SDC1,omnipath
FGFR3,RPS6KA3,omnipath
SRC,ATP1A1,omnipath
LCK,MAPK14,omnipath
WNK4,CLDN7,omnipath
GRK2,IGF1R,omnipath
PRKCZ,PTEN,omnipath
TYK2,RACK1,omnipath
FGFR1,RPS6KA3,omnipath
MET,PARP1,omnipath
JAK1,CD274,omnipath
SRC,AGTR1,omnipath
FYN,CD300LF,omnipath
CDK4,SRC,omnipath
SRC,CDK4,omnipath
FYN,BSG,omnipath
JAK2,PAK1,omnipath
EGFR,PPARG,omnipath
SRC,SDC2,omnipath
SDC2,SRC,omnipath
PDGFRB,MUC1,omnipath
IGF1R,ANXA2,omnipath
FYN,ERBB2,omnipath
SRC,GRIN1,omnipath
FGFR3,CILK1,omnipath
SRC,LPP,omnipath
EGFR,PKM,omnipath
PIK3CA,RPS6KB1,omnipath
MET,PBK,omnipath
SRC,KDR,omnipath
KDR,SRC,omnipath
PRKCI,ROCK1,omnipath
SRC,BCKDK,omnipath
SRC,NR1H4,omnipath
LYN,PTGS2,omnipath
SRC,CASP9,omnipath
FYN,PECAM1,omnipath
CDK4,KAT2A,omnipath
GRK5,MSN,omnipath
SRC,SYNJ2,omnipath
CDH1,SRC,omnipath
SRC,CDH1,omnipath
SRC,L1CAM,omnipath
SRC,TFRC,omnipath
SYK,PIP5K1B,omnipath
PRKCZ,NFE2L2,omnipath
JAK1,EIF2AK3,omnipath
LYN,SLCO1B1,omnipath
AR,MAPK3,omnipath
INSR,PHB1,omnipath
PRKCZ,AGER,omnipath
SRC,SLC25A4,omnipath
FYN,RTN4,omnipath
SRC,PLCG2,omnipath
SRC,SDC4,omnipath
GRK5,HDAC6,omnipath
FAM20C,PCSK9,omnipath
SRC,HLA-B,omnipath
MST1R,GJB1,omnipath
SRC,HCRTR1,omnipath
SRC,PRMT5,omnipath
SRC,PKP3,omnipath
EGFR,KCNJ4,omnipath
IGF1R,PTH1R,omnipath
ACP4,ERBB4,omnipath
PTPRC,CD247,omnipath
PTPRF,CTNNB1,omnipath
PTPRF,MET,omnipath
DUSP18,MAPK8,omnipath
EPOR,PTPN1,omnipath
PTPN13,MBP,omnipath
PTPRO,NTRK3,omnipath
PTPRO,EPHA4,omnipath
PTPRO,EPHB2,omnipath
PTPRU,EGFR,omnipath
PTPRU,CTNNB1,omnipath
PTPRB,TEK,omnipath
TEK,PTPRB,omnipath
FYN,PTPRE,omnipath
PTPRZ1,NTRK1,omnipath
PTPRJ,OCLN,omnipath
PTPRJ,CTNND1,omnipath
PTPRJ,TJP1,omnipath
PTPRJ,LYN,omnipath
FYN,PTPRJ,omnipath
PTPRJ,FYN,omnipath
PTPRJ,CBL,omnipath
PTPRK,CTNNB1,omnipath
PTPRM,CTNND1,omnipath
PTPRT,CDH1,omnipath
PTPRT,CTNND1,omnipath
EGFR,PTPRS,omnipath
PTPRS,EGFR,omnipath
PTPRS,NTRK1,omnipath
PTPRS,NTRK2,omnipath
PTPN6,NOS1,omnipath
PTPN6,CD33,omnipath
PTPN6,ESR1,omnipath
PTPN11,MAP3K4,omnipath
PTPN11,SELE,omnipath
PTPN11,KDR,omnipath
IGF1R,ADRB2,omnipath
GRK2,PDGFRB,omnipath
LYN,CSNK2A1,omnipath
SRC,ADAM15,omnipath
BCR,HCK,omnipath
GRK2,TUBB3,omnipath
TYROBP,SYK,omnipath
SYK,TYROBP,omnipath
SRC,CD33,omnipath
PRKCI,RPS6KB2,omnipath
PRKCZ,RPS6KB2,omnipath
GRK2,HRH1,omnipath
BCR,AFDN,omnipath
SYK,CD3E,omnipath
WNK4,OXSR1,omnipath
FN1,ITGB5,omnipath
PDGFRB,GRB7,omnipath
SRC,F2RL2,omnipath
ERBB2,PIK3R2,omnipath
ERBB3,PIK3R2,omnipath
EGFR,IRS4,omnipath
ERBB2,IRS4,omnipath
SRC,EFS,omnipath
JAK2,PLCG1,omnipath
ERBB3,JAK2,omnipath
JAK2,PIK3R1,omnipath
ERBB2,DAB1,omnipath
ERBB3,DAB1,omnipath
EGFR,CRKL,omnipath
NTRK1,PTPN1,omnipath
FYN,ADAM15,omnipath
FYN,CD2,omnipath
EGFR,FES,omnipath
GHR,PLCG1,omnipath
GHR,PIK3R1,omnipath
FGFR1,PLCG1,omnipath
FGFR1,ERBB3,omnipath
ERBB3,SRC,omnipath
AFDN,SRC,omnipath
EGFR,PLCG2,omnipath
ERBB2,PLCG2,omnipath
PIK3R1,PLCG2,omnipath
ERBB3,PLCG1,omnipath
PTPN6,EPOR,omnipath
ERBB2,JAK1,omnipath
IL6R,JAK1,omnipath
JAK1,IL6R,omnipath
SYK,PIK3R1,omnipath
SRC,FCGR2B,omnipath
SRC,FCGR2C,omnipath
ERBB2,STAT3,omnipath
ERBB2,MATK,omnipath
ERBB2,TEC,omnipath
ERBB2,TXK,omnipath
ERBB3,TXK,omnipath
EGFR,ZAP70,omnipath
ERBB3,ZAP70,omnipath
SYK,PIK3R2,omnipath
EGFR,SYK,omnipath
ERBB2,SYK,omnipath
SYK,FGR,omnipath
ERBB3,SYK,omnipath
ERBB4,SYK,omnipath
ERBB2,CRKL,omnipath
ERBB3,CRKL,omnipath
EGFR,BMX,omnipath
ERBB2,BMX,omnipath
ERBB3,JAK3,omnipath
RPS27A,MDM2,omnipath
FYN,CNTNAP1,omnipath
PIK3R1,SOS1,omnipath
ERBB2,ITK,omnipath
ERBB3,ITK,omnipath
ERBB4,PIK3R2,omnipath
ERBB4,CRKL,omnipath
NTRK3,PTPN1,omnipath
EGFR,PIK3R3,omnipath
ERBB2,PIK3R3,omnipath
ERBB3,PIK3R3,omnipath
SRC,MAP4K1,omnipath
EGFR,CISH,omnipath
ERBB2,CISH,omnipath
EGFR,SH2B3,omnipath
ERBB2,SH2B3,omnipath
ERBB3,SH2B3,omnipath
EGFR,TLN1,omnipath
ERBB2,TLN1,omnipath
GRK5,ARRB1,omnipath
GRK2,CCR5,omnipath
DDR1,CDK1,omnipath
DDR1,CDK2,omnipath
SRC,TNK2,omnipath
FYN,CTNND1,omnipath
FCGR2A,SRC,omnipath
SRC,FCGR2A,omnipath
SRC,GNAT1,omnipath
INSR,PDPK1,omnipath
SRC,ROCK2,omnipath
EPHA3,STAT3,omnipath
CD19,MAPK1,omnipath
FURIN,LRP1,omnipath
SRC,ATP2B4,omnipath
GRK2,CAPN2,omnipath
LYN,CDK1,omnipath
ADAMTS1,VCAN,omnipath
CMA1,MMP1,omnipath
MMP26,MMP9,omnipath
PDGFA,FURIN,omnipath
TNF,BCL2,omnipath
LCK,FCGR3A,omnipath
MMP14,ACAN,omnipath
PTPN11,FLT1,omnipath
FURIN,DSG3,omnipath
RET,PLCG1,omnipath
SERPINE1,KLK2,omnipath
PTPN6,PECAM1,omnipath
CASP8,EIF2AK2,omnipath
JAK1,EIF2AK2,omnipath
PRKCZ,PRKCA,omnipath
PRKCZ,PRKCD,omnipath
CTSB,REN,omnipath
FURIN,EDA,omnipath
MMP14,MMP13,omnipath
CTSG,CXCL12,omnipath
RET,MAPK8,omnipath
MMP14,C1QBP,omnipath
PAM,FXYD1,omnipath
JAK2,SIRPA,omnipath
FURIN,ADAM19,omnipath
FURIN,ADAMTS1,omnipath
FYN,TNK2,omnipath
EDN1,ECE1,omnipath
FURIN,BACE1,omnipath
F10,GAD2,omnipath
FURIN,SORCS1,omnipath
BCR,FAS,omnipath
BTK,BCAR1,omnipath
BTK,EFS,omnipath
BTK,EMB,omnipath
PTPRC,SLK,omnipath
SRC,CDK1,omnipath
CSF1R,FLT3,omnipath
CSF1R,MAP4K1,omnipath
CSF1R,PTK2,omnipath
EGFR,BCAR1,omnipath
EGFR,BCR,omnipath
EGFR,CD33,omnipath
EGFR,CD5,omnipath
EGFR,CDK6,omnipath
EGFR,FCGR2A,omnipath
EGFR,IFNAR2,omnipath
EGFR,KDR,omnipath
EGFR,PTPRE,omnipath
EGFR,TEK,omnipath
EPHB4,SDC3,omnipath
ERBB2,EPB41,omnipath
ERBB2,EPHB2,omnipath
ERBB2,NTRK1,omnipath
ERBB2,PTPRE,omnipath
ERBB3,ANXA1,omnipath
ERBB3,TWF1,omnipath
FGFR1,FGFR2,omnipath
FGFR1,FGR,omnipath
FGFR2,PLCG1,omnipath
FGFR3,DYRK1A,omnipath
FGFR3,PLCG1,omnipath
FGFR4,PLCG1,omnipath
FYN,AATK,omnipath
FYN,CD3G,omnipath
FYN,CDK2,omnipath
FYN,CDK6,omnipath
FYN,EPHB2,omnipath
EPHB2,FYN,omnipath
FYN,ERBB3,omnipath
FYN,FGR,omnipath
FYN,HCK,omnipath
FYN,IGF1R,omnipath
LCK,FYN,omnipath
FYN,LCK,omnipath
FYN,LPP,omnipath
FYN,LPXN,omnipath
FYN,MST1R,omnipath
FYN,PLD2,omnipath
FYN,PRKCD,omnipath
PTPN6,FYN,omnipath
FYN,SDC3,omnipath
FYN,SLK,omnipath
FYN,TYK2,omnipath
TYK2,FYN,omnipath
AXL,HCK,omnipath
IGF1R,ADAM15,omnipath
IGF1R,ALK,omnipath
IGF1R,ANXA1,omnipath
IGF1R,BCAR1,omnipath
IGF1R,BDKRB2,omnipath
IGF1R,BMX,omnipath
IGF1R,BTK,omnipath
IGF1R,CD28,omnipath
IGF1R,CD34,omnipath
IGF1R,CD3G,omnipath
IGF1R,CD6,omnipath
IGF1R,CDK1,omnipath
IGF1R,CSF1R,omnipath
CTNND1,IGF1R,omnipath
IGF1R,CTNND1,omnipath
IGF1R,CTTN,omnipath
IGF1R,DAB1,omnipath
IGF1R,EFS,omnipath
IGF1R,FABP3,omnipath
IGF1R,FABP4,omnipath
IGF1R,FGFR1,omnipath
IGF1R,FGFR3,omnipath
IGF1R,GJA1,omnipath
IGF1R,HCK,omnipath
IGF1R,IFNAR1,omnipath
IGF1R,IFNAR2,omnipath
IGF1R,IL2RB,omnipath
INSR,IGF1R,omnipath
IGF1R,INSR,omnipath
JAK2,IGF1R,omnipath
IGF1R,JAK2,omnipath
IGF1R,JAK3,omnipath
IGF1R,KDR,omnipath
IGF1R,KIT,omnipath
IGF1R,LPP,omnipath
IGF1R,LPXN,omnipath
IGF1R,MERTK,omnipath
IGF1R,MST1R,omnipath
IGF1R,MUC1,omnipath
IGF1R,NEDD9,omnipath
IGF1R,NTRK1,omnipath
IGF1R,NTRK3,omnipath
IGF1R,PRKCA,omnipath
IGF1R,PTK2B,omnipath
IGF1R,PTK2,omnipath
IGF1R,PTPRE,omnipath
IGF1R,RET,omnipath
IGF1R,SDC3,omnipath
IGF1R,SH2B3,omnipath
IGF1R,SLC6A1,omnipath
IGF1R,TDO2,omnipath
IGF1R,TEC,omnipath
IGF1R,TXK,omnipath
IGF1R,YES1,omnipath
INSR,ABL1,omnipath
INSR,ABL2,omnipath
INSR,ADAM12,omnipath
INSR,APP,omnipath
INSR,ATP1A1,omnipath
INSR,AXL,omnipath
INSR,BCAR1,omnipath
INSR,BCR,omnipath
INSR,BMX,omnipath
INSR,CD19,omnipath
INSR,CD247,omnipath
INSR,CD3D,omnipath
INSR,CD79A,omnipath
INSR,CHRNB1,omnipath
INSR,CSF1R,omnipath
INSR,CTTN,omnipath
INSR,DYRK1A,omnipath
INSR,ELP3,omnipath
INSR,EPHB2,omnipath
INSR,EPOR,omnipath
INSR,ERBB3,omnipath
INSR,FCGR2A,omnipath
INSR,FER,omnipath
INSR,FGFR1,omnipath
INSR,FGR,omnipath
INSR,FLT1,omnipath
INSR,FYN,omnipath
INSR,HCK,omnipath
INSR,HTR6,omnipath
INSR,IL2RB,omnipath
INSR,ITK,omnipath
INSR,KIT,omnipath
INSR,LAT,omnipath
INSR,LCK,omnipath
INSR,LPP,omnipath
INSR,LYN,omnipath
LYN,INSR,omnipath
INSR,MAP4K1,omnipath
INSR,MET,omnipath
MET,INSR,omnipath
INSR,MPZL1,omnipath
INSR,NTRK1,omnipath
INSR,NTRK2,omnipath
INSR,NTRK3,omnipath
INSR,PDGFRB,omnipath
INSR,PIKFYVE,omnipath
INSR,PRKCI,omnipath
INSR,PTK2B,omnipath
INSR,PVR,omnipath
INSR,RGS16,omnipath
INSR,ROS1,omnipath
INSR,SYK,omnipath
INSR,YES1,omnipath
INSR,ZAP70,omnipath
JAK2,ADRB2,omnipath
JAK2,JAK3,omnipath
KIT,FLT3,omnipath
KIT,PDGFRB,omnipath
LCK,ABL1,omnipath
LCK,ABL2,omnipath
LCK,ADAM17,omnipath
LCK,BTK,omnipath
LCK,CD34,omnipath
LCK,EFS,omnipath
LCK,ELP3,omnipath
LCK,EPHA3,omnipath
LCK,ERBB3,omnipath
LCK,FLT3,omnipath
LCK,GABRG2,omnipath
LCK,INPPL1,omnipath
LCK,JAK1,omnipath
LCK,JAK3,omnipath
LCK,LPP,omnipath
LCK,PVR,omnipath
LCK,RET,omnipath
LCK,SLC4A1,omnipath
LCK,SRC,omnipath
SRC,LCK,omnipath
LCK,TYROBP,omnipath
LCK,YES1,omnipath
LYN,CD33,omnipath
LYN,CD5,omnipath
LYN,CDK4,omnipath
LYN,CEACAM1,omnipath
LYN,DAB1,omnipath
LYN,EMB,omnipath
LYN,ERBB2,omnipath
LYN,FLT4,omnipath
FYN,LYN,omnipath
LYN,FYN,omnipath
LYN,HCK,omnipath
LYN,LAIR1,omnipath
LYN,MET,omnipath
LYN,MPZL1,omnipath
LYN,NTRK2,omnipath
LYN,PDGFRB,omnipath
PDGFRB,LYN,omnipath
LYN,PECAM1,omnipath
LYN,PTK6,omnipath
LYN,RET,omnipath
LYN,TXK,omnipath
LYN,ZAP70,omnipath
SRC,MAPK8,omnipath
LCK,MAPK9,omnipath
SRC,MATK,omnipath
PDGFRB,CBL,omnipath
PDGFRB,LAT,omnipath
PDGFRB,PIK3R1,omnipath
PDGFRB,SLK,omnipath
PRKCZ,PDK1,omnipath
PRKCI,ANXA1,omnipath
PRKCZ,MET,omnipath
PRKCZ,PRKAR2A,omnipath
RET,MAPK9,omnipath
RET,PDK1,omnipath
SRC,CD79A,omnipath
SRC,CSF2RB,omnipath
SRC,EMB,omnipath
SRC,FER,omnipath
SRC,JAK2,omnipath
MET,SRC,omnipath
SRC,MET,omnipath
SRC,NOS3,omnipath
SRC,NTRK1,omnipath
SRC,PDK1,omnipath
RET,SRC,omnipath
SRC,RET,omnipath
SRC,RPS6KB1,omnipath
SNCA,SRC,omnipath
SRC,TGM2,omnipath
SRC,ZAP70,omnipath
SYK,EMB,omnipath
SYK,PRKCB,omnipath
TGFBR2,ADRB2,omnipath
TYRO3,PLCG1,omnipath
WNK4,WNK1,omnipath
PRKCZ,AURKA,omnipath
SRC,RIPK2,omnipath
NPHS1,FYN,omnipath
FYN,NPHS1,omnipath
TP53,VRK2,omnipath
APP,MAPK9,omnipath
LCK,PRKCE,omnipath
LYN,MUC1,omnipath
EPHA4,PLCG1,omnipath
LYN,CD72,omnipath
RET,PIK3R1,omnipath
EPHB3,L1CAM,omnipath
CSF2RB,PIK3CA,omnipath
PIK3CA,CSF2RB,omnipath
PDGFRB,GRK5,omnipath
ERBB2,CTNNB1,omnipath
RET,CTNNB1,omnipath
FLT4,KDR,omnipath
KDR,FLT4,omnipath
LYN,TEC,omnipath
PRKCI,CDK7,omnipath
PRKCI,IRAK1,omnipath
EPHA4,CDK5,omnipath
PTK2,GSK3A,omnipath
PTK2,MAPK1,omnipath
PDGFRB,PRKCD,omnipath
PRKCZ,MAPK7,omnipath
EPHB2,GRIN2B,omnipath
JAK2,PDK1,omnipath
PRKCZ,PRKD1,omnipath
MST1,STK38,omnipath
LCK,STK11,omnipath
FYN,STK11,omnipath
PRKCI,MARK2,omnipath
TYK2,PRKD2,omnipath
SRC,AURKA,omnipath
FYN,CD28,omnipath
LYN,CFTR,omnipath
ROR1,ERBB3,omnipath
LYN,CDK2,omnipath
SRC,GRK5,omnipath
GRK5,CXCR4,omnipath
CTNNB1,PIK3R1,omnipath
LCK,PIK3CA,omnipath
ARF6,PIP5K1C,omnipath
FLT1,KDR,omnipath
KDR,FLT1,omnipath
AFDN,CTNNA1,omnipath
CD9,IGSF8,omnipath
TIMP2,MMP2,omnipath
F2,FGA,omnipath
JAK2,PTK2,omnipath
PTK2,JAK2,omnipath
CALM1,CAMK2G,omnipath
SERPINA5,PLAU,omnipath
TIMP3,MMP2,omnipath
FYN,CD36,omnipath
ARRB2,MAPK3,omnipath
TGFBR1,CD44,omnipath
SNCA,MAPK1,omnipath
TP53,PTGS2,omnipath
CCND1,STAT3,omnipath
PRKCZ,CSNK2B,omnipath
SYT1,STX1A,omnipath
FLNA,TRAF2,omnipath
BTK,HCK,omnipath
SRC,PECAM1,omnipath
PECAM1,SRC,omnipath
SYK,FCER1G,omnipath
EGFR,SOS1,omnipath
CDK4,CDC37,omnipath
INSR,INSRR,omnipath
FGA,PLAT,omnipath
A2M,KLK3,omnipath
PDGFRB,RAF1,omnipath
SLAMF1,INPP5D,omnipath
LYN,PIK3CG,omnipath
HRAS,PIK3R1,omnipath
SERPINB2,PLAU,omnipath
SERPINA5,PROC,omnipath
PTPN11,GHR,omnipath
EGFR,PDGFRB,omnipath
EGFR,FER,omnipath
NCOR1,ESR1,omnipath
FYN,FASLG,omnipath
FBLN1,FN1,omnipath
TP53,NR3C1,omnipath
PCNA,CDK2,omnipath
AR,NCOR1,omnipath
NCOR1,PPARA,omnipath
TP53,KAT2B,omnipath
CBL,NTRK1,omnipath
PRKCZ,MBP,omnipath
EPHA2,CBL,omnipath
CBL,KDR,omnipath
KDR,CBL,omnipath
SOCS2,GHR,omnipath
SRC,KCNA5,omnipath
INSR,JAK2,omnipath
PARD3,PATJ,omnipath
ADAM17,TNFRSF1B,omnipath
JAK1,RACK1,omnipath
TP53,BCL2L1,omnipath
NRP1,KDR,omnipath
KDR,NRP1,omnipath
S100A10,PLA2G4A,omnipath
EGFR,CD44,omnipath
PRKCI,MARK4,omnipath
DLG1,PTEN,omnipath
ACVR2A,ENG,omnipath
KLB,FGFR1,omnipath
EGFR,PIK3CA,omnipath
KDR,CDH5,omnipath
IRS4,PIK3R1,omnipath
KIT,SH2B3,omnipath
HSP90AA1,AHR,omnipath
FLT1,PIK3R1,omnipath
TRAF2,CASP8,omnipath
HRAS,AFDN,omnipath
TGFBR2,CBL,omnipath
VLDLR,DAB1,omnipath
APP,NOTCH1,omnipath
NOTCH1,APP,omnipath
ITGB1,EGFR,omnipath
APOE,APP,omnipath
MMP7,ITGB4,omnipath
TNFRSF11A,TRAF2,omnipath
TRAF2,NR2C2,omnipath
TNFRSF1A,NSMAF,omnipath
TNFRSF1B,BIRC2,omnipath
KIT,PIK3CG,omnipath
KIT,PLCE1,omnipath
LRP1,FZD1,omnipath
ERBB2,ITGB4,omnipath
CASP8,CASP10,omnipath
CRKL,PIK3R2,omnipath
CRKL,PIK3R1,omnipath
TRAF2,MAP4K3,omnipath
AXL,PLCG1,omnipath
AXL,PIK3R1,omnipath
AXL,PIK3R2,omnipath
AXL,CSK,omnipath
AXL,LCK,omnipath
TP53,HSPA1B,omnipath
TP53,HSPA1A,omnipath
TYK2,PLAUR,omnipath
JAK1,PLAUR,omnipath
LCK,CD38,omnipath
ERBB4,DLG2,omnipath
ERBB4,DLG3,omnipath
SYK,RPS6KA2,omnipath
TNFRSF1A,FADD,omnipath
TIMP1,MMP1,omnipath
NTRK1,NGFR,omnipath
NGFR,NTRK1,omnipath
PGF,VEGFA,omnipath
B2M,HLA-E,omnipath
TP53,HMGB1,omnipath
CRYAB,CASP3,omnipath
CALM1,CAMK2D,omnipath
CALM3,CAMK2D,omnipath
CALM2,CAMK2D,omnipath
CALM1,CAMK2B,omnipath
CALM3,CAMK2B,omnipath
CALM2,CAMK2B,omnipath
CALM3,CAMK2G,omnipath
CALM2,CAMK2G,omnipath
CALM1,CAMK1,omnipath
CALM3,CAMK1,omnipath
CALM2,CAMK1,omnipath
